Date,Analysis,Plug_ID,Day
20180929,Molecular,1050,8
20180929,Molecular,1114,8
20180929,Molecular,1138,8
20180929,Molecular,1164,8
20180929,Molecular,1212,8
20180929,Molecular,1254,8
20180929,Molecular,1317,8
20180929,Molecular,1330,8
20180929,Molecular,1466,8
20180929,Molecular,1468,8
20180929,Molecular,1496,8
20180929,Molecular,1542,8
20180929,Molecular,1588,8
20180929,Molecular,1595,8
20180929,Molecular,1604,8
20180929,Molecular,1611,8
20180929,Molecular,1705,8
20180929,Molecular,1721,8
20180929,Molecular,1744,8
20180929,Molecular,2016,8
20180929,Molecular,2402,8
20180929,Molecular,2555,8
20180929,Molecular,2870,8
20180929,Molecular,2999,8
20180929,Physiology,1054,8
20180929,Physiology,1067,8
20180929,Physiology,1118,8
20180929,Physiology,1127,8
20180929,Physiology,1189,8
20180929,Physiology,1240,8
20180929,Physiology,1258,8
20180929,Physiology,1294,8
20180929,Physiology,1297,8
20180929,Physiology,1319,8
20180929,Physiology,1326,8
20180929,Physiology,1333,8
20180929,Physiology,1412,8
20180929,Physiology,1432,8
20180929,Physiology,1439,8
20180929,Physiology,1461,8
20180929,Physiology,1480,8
20180929,Physiology,1495,8
20180929,Physiology,1550,8
20180929,Physiology,1553,8
20180929,Physiology,1565,8
20180929,Physiology,1587,8
20180929,Physiology,1593,8
20180929,Physiology,1603,8
20180929,Physiology,1626,8
20180929,Physiology,1629,8
20180929,Physiology,1639,8
20180929,Physiology,1646,8
20180929,Physiology,1693,8
20180929,Physiology,1710,8
20180929,Physiology,1717,8
20180929,Physiology,1718,8
20180929,Physiology,1724,8
20180929,Physiology,1739,8
20180929,Physiology,1758,8
20180929,Physiology,2022,8
20180929,Physiology,2063,8
20180929,Physiology,2165,8
20180929,Physiology,2168,8
20180929,Physiology,2200,8
20180929,Physiology,2394,8
20180929,Physiology,2528,8
20180929,Physiology,2740,8
20180929,Physiology,2859,8
20180929,Physiology,2864,8
20180929,Physiology,2871,8
20180929,Physiology,2981,8
20180929,Physiology,2984,8
20181006,Molecular,1047,15
20181006,Molecular,1058,15
20181006,Molecular,1090,15
20181006,Molecular,1126,15
20181006,Molecular,1223,15
20181006,Molecular,1250,15
20181006,Molecular,1278,15
20181006,Molecular,1427,15
20181006,Molecular,1445,15
20181006,Molecular,1455,15
20181006,Molecular,1487,15
20181006,Molecular,1499,15
20181006,Molecular,1645,15
20181006,Molecular,1722,15
20181006,Molecular,1728,15
20181006,Molecular,1820,15
20181006,Molecular,2072,15
20181006,Molecular,2409,15
20181006,Molecular,2413,15
20181006,Molecular,2419,15
20181006,Molecular,2860,15
20181006,Molecular,2875,15
20181006,Molecular,2878,15
20181006,Physiology,1450,15
20181006,Physiology,1080,15
20181006,Physiology,1094,15
20181006,Physiology,1099,15
20181006,Physiology,1117,15
20181006,Physiology,1122,15
20181006,Physiology,1156,15
20181006,Physiology,1165,15
20181006,Physiology,1171,15
20181006,Physiology,1216,15
20181006,Physiology,1222,15
20181006,Physiology,1234,15
20181006,Physiology,1243,15
20181006,Physiology,1295,15
20181006,Physiology,1338,15
20181006,Physiology,1344,15
20181006,Physiology,1409,15
20181006,Physiology,1446,15
20181006,Physiology,1483,15
20181006,Physiology,1490,15
20181006,Physiology,1500,15
20181006,Physiology,1573,15
20181006,Physiology,1576,15
20181006,Physiology,1598,15
20181006,Physiology,1621,15
20181006,Physiology,1622,15
20181006,Physiology,1625,15
20181006,Physiology,1643,15
20181006,Physiology,1690,15
20181006,Physiology,1723,15
20181006,Physiology,1730,15
20181006,Physiology,1731,15
20181006,Physiology,1748,15
20181006,Physiology,1753,15
20181006,Physiology,1761,15
20181006,Physiology,2010,15
20181006,Physiology,2023,15
20181006,Physiology,2203,15
20181006,Physiology,2279,15
20181006,Physiology,2389,15
20181006,Physiology,2404,15
20181006,Physiology,2416,15
20181006,Physiology,2521,15
20181006,Physiology,2666,15
20181006,Physiology,2728,15
20181006,Physiology,2741,15
20181006,Physiology,2996,15
20181006,Physiology,3000,15
20181006,Physiology,1281,15
20181020,Molecular,1051,29
20181020,Molecular,1082,29
20181020,Molecular,1083,29
20181020,Molecular,1184,29
20181020,Molecular,1235,29
20181020,Molecular,1246,29
20181020,Molecular,1260,29
20181020,Molecular,1329,29
20181020,Molecular,1436,29
20181020,Molecular,1459,29
20181020,Molecular,1709,29
20181020,Molecular,1755,29
20181020,Molecular,1765,29
20181020,Molecular,1779,29
20181020,Molecular,2012,29
20181020,Molecular,2067,29
20181020,Molecular,2304,29
20181020,Molecular,2386,29
20181020,Molecular,2410,29
20181020,Molecular,2513,29
20181020,Molecular,2564,29
20181020,Molecular,2735,29
20181020,Molecular,2753,29
20181020,Molecular,2861,29
20181020,Physiology,1036,29
20181020,Physiology,1038,29
20181020,Physiology,1046,29
20181020,Physiology,1085,29
20181020,Physiology,1092,29
20181020,Physiology,1181,29
20181020,Physiology,1194,29
20181020,Physiology,1217,29
20181020,Physiology,1226,29
20181020,Physiology,1228,29
20181020,Physiology,1233,29
20181020,Physiology,1264,29
20181020,Physiology,1275,29
20181020,Physiology,1316,29
20181020,Physiology,1353,29
20181020,Physiology,1411,29
20181020,Physiology,1414,29
20181020,Physiology,1484,29
20181020,Physiology,1494,29
20181020,Physiology,1498,29
20181020,Physiology,1534,29
20181020,Physiology,1551,29
20181020,Physiology,1606,29
20181020,Physiology,1679,29
20181020,Physiology,1695,29
20181020,Physiology,1756,29
20181020,Physiology,1772,29
20181020,Physiology,1811,29
20181020,Physiology,1908,29
20181020,Physiology,2014,29
20181020,Physiology,2015,29
20181020,Physiology,2062,29
20181020,Physiology,2070,29
20181020,Physiology,2074,29
20181020,Physiology,2164,29
20181020,Physiology,2184,29
20181020,Physiology,2189,29
20181020,Physiology,2303,29
20181020,Physiology,2376,29
20181020,Physiology,2388,29
20181020,Physiology,2407,29
20181020,Physiology,2517,29
20181020,Physiology,2525,29
20181020,Physiology,2530,29
20181020,Physiology,2749,29
20181020,Physiology,2858,29
20181020,Physiology,2863,29
20181020,Physiology,2882,29
20181103,Molecular,1078,43
20181103,Molecular,1121,43
20181103,Molecular,1131,43
20181103,Molecular,1141,43
20181103,Molecular,1148,43
20181103,Molecular,1302,43
20181103,Molecular,1306,43
20181103,Molecular,1331,43
20181103,Molecular,1420,43
20181103,Molecular,1451,43
20181103,Molecular,1467,43
20181103,Molecular,1486,43
20181103,Molecular,1580,43
20181103,Molecular,1594,43
20181103,Molecular,1696,43
20181103,Molecular,2009,43
20181103,Molecular,2202,43
20181103,Molecular,2305,43
20181103,Molecular,2357,43
20181103,Molecular,2412,43
20181103,Molecular,2862,43
20181103,Molecular,2873,43
20181103,Molecular,2979,43
20181103,Molecular,2995,43
20181103,Physiology,1042,43
20181103,Physiology,1048,43
20181103,Physiology,1065,43
20181103,Physiology,1088,43
20181103,Physiology,1130,43
20181103,Physiology,1133,43
20181103,Physiology,1136,43
20181103,Physiology,1162,43
20181103,Physiology,1170,43
20181103,Physiology,1224,43
20181103,Physiology,1256,43
20181103,Physiology,1285,43
20181103,Physiology,1286,43
20181103,Physiology,1288,43
20181103,Physiology,1298,43
20181103,Physiology,1410,43
20181103,Physiology,1413,43
20181103,Physiology,1422,43
20181103,Physiology,1423,43
20181103,Physiology,1443,43
20181103,Physiology,1444,43
20181103,Physiology,1537,43
20181103,Physiology,1541,43
20181103,Physiology,1566,43
20181103,Physiology,1584,43
20181103,Physiology,1592,43
20181103,Physiology,1727,43
20181103,Physiology,1752,43
20181103,Physiology,1760,43
20181103,Physiology,1764,43
20181103,Physiology,1778,43
20181103,Physiology,1822,43
20181103,Physiology,2003,43
20181103,Physiology,2060,43
20181103,Physiology,2169,43
20181103,Physiology,2192,43
20181103,Physiology,2198,43
20181103,Physiology,2391,43
20181103,Physiology,2401,43
20181103,Physiology,2515,43
20181103,Physiology,2541,43
20181103,Physiology,2552,43
20181103,Physiology,2729,43
20181103,Physiology,2732,43
20181103,Physiology,2853,43
20181103,Physiology,2867,43
20181103,Physiology,2989,43
20181103,Physiology,2992,43
20181117,Molecular,1074,57
20181117,Molecular,1095,57
20181117,Molecular,1159,57
20181117,Molecular,1204,57
20181117,Molecular,1205,57
20181117,Molecular,1225,57
20181117,Molecular,1238,57
20181117,Molecular,1315,57
20181117,Molecular,1332,57
20181117,Molecular,1478,57
20181117,Molecular,1536,57
20181117,Molecular,1559,57
20181117,Molecular,1561,57
20181117,Molecular,1631,57
20181117,Molecular,1641,57
20181117,Molecular,1689,57
20181117,Molecular,1732,57
20181117,Molecular,1754,57
20181117,Molecular,2064,57
20181117,Molecular,2197,57
20181117,Molecular,2300,57
20181117,Molecular,2550,57
20181117,Molecular,2554,57
20181117,Molecular,2737,57
20181117,Physiology,1044,57
20181117,Physiology,1084,57
20181117,Physiology,1086,57
20181117,Physiology,1091,57
20181117,Physiology,1166,57
20181117,Physiology,1174,57
20181117,Physiology,1191,57
20181117,Physiology,1214,57
20181117,Physiology,1249,57
20181117,Physiology,1300,57
20181117,Physiology,1309,57
20181117,Physiology,1325,57
20181117,Physiology,1327,57
20181117,Physiology,1438,57
20181117,Physiology,1441,57
20181117,Physiology,1447,57
20181117,Physiology,1454,57
20181117,Physiology,1533,57
20181117,Physiology,1538,57
20181117,Physiology,1572,57
20181117,Physiology,1586,57
20181117,Physiology,1597,57
20181117,Physiology,1599,57
20181117,Physiology,1618,57
20181117,Physiology,1630,57
20181117,Physiology,1636,57
20181117,Physiology,1686,57
20181117,Physiology,1702,57
20181117,Physiology,1713,57
20181117,Physiology,1725,57
20181117,Physiology,1737,57
20181117,Physiology,1738,57
20181117,Physiology,1749,57
20181117,Physiology,1774,57
20181117,Physiology,2044,57
20181117,Physiology,2075,57
20181117,Physiology,2079,57
20181117,Physiology,2156,57
20181117,Physiology,2172,57
20181117,Physiology,2211,57
20181117,Physiology,2372,57
20181117,Physiology,2382,57
20181117,Physiology,2393,57
20181117,Physiology,2397,57
20181117,Physiology,2519,57
20181117,Physiology,2869,57
20181117,Physiology,2997,57
20181117,Physiology,2998,57
20181215,Molecular,1076,85
20181215,Molecular,1103,85
20181215,Molecular,1147,85
20181215,Molecular,1178,85
20181215,Molecular,1237,85
20181215,Molecular,1248,85
20181215,Molecular,1270,85
20181215,Molecular,1416,85
20181215,Molecular,1562,85
20181215,Molecular,1582,85
20181215,Molecular,1596,85
20181215,Molecular,1647,85
20181215,Molecular,1777,85
20181215,Molecular,2185,85
20181215,Molecular,2188,85
20181215,Molecular,2302,85
20181215,Molecular,2306,85
20181215,Molecular,2380,85
20181215,Molecular,2511,85
20181215,Molecular,2668,85
20181215,Molecular,2756,85
20181215,Molecular,2879,85
20181215,Molecular,1177,85
20181215,Molecular,1644,85
20181215,Molecular BB,1053,85
20181215,Molecular BB,1056,85
20181215,Molecular BB,1057,85
20181215,Molecular BB,1071,85
20181215,Molecular BB,1115,85
20181215,Molecular BB,1119,85
20181215,Molecular BB,1123,85
20181215,Molecular BB,1230,85
20181215,Molecular BB,1255,85
20181215,Molecular BB,1310,85
20181215,Molecular BB,1312,85
20181215,Molecular BB,1341,85
20181215,Molecular BB,1424,85
20181215,Molecular BB,1431,85
20181215,Molecular BB,1440,85
20181215,Molecular BB,1457,85
20181215,Molecular BB,1475,85
20181215,Molecular BB,1555,85
20181215,Molecular BB,1557,85
20181215,Molecular BB,1589,85
20181215,Molecular BB,1591,85
20181215,Molecular BB,1607,85
20181215,Molecular BB,1654,85
20181215,Molecular BB,1719,85
20181215,Molecular BB,1734,85
20181215,Molecular BB,1769,85
20181215,Molecular BB,1773,85
20181215,Molecular BB,2024,85
20181215,Molecular BB,2073,85
20181215,Molecular BB,2152,85
20181215,Molecular BB,2308,85
20181215,Molecular BB,2309,85
20181215,Molecular BB,2364,85
20181215,Molecular BB,2405,85
20181215,Molecular BB,2537,85
20181215,Molecular BB,2538,85
20181215,Molecular BB,2563,85
20181215,Molecular BB,2659,85
20181215,Molecular BB,2667,85
20181215,Molecular BB,2730,85
20181215,Molecular BB,2757,85
20181215,Molecular BB,2881,85
20181215,Molecular BB,2983,85
20181215,Physiology,1045,85
20181215,Physiology,1052,85
20181215,Physiology,1142,85
20181215,Physiology,1185,85
20181215,Physiology,1208,85
20181215,Physiology,1210,85
20181215,Physiology,1215,85
20181215,Physiology,1241,85
20181215,Physiology,1247,85
20181215,Physiology,1273,85
20181215,Physiology,1318,85
20181215,Physiology,1337,85
20181215,Physiology,1448,85
20181215,Physiology,1456,85
20181215,Physiology,1469,85
20181215,Physiology,1473,85
20181215,Physiology,1482,85
20181215,Physiology,1489,85
20181215,Physiology,1547,85
20181215,Physiology,1567,85
20181215,Physiology,1608,85
20181215,Physiology,1615,85
20181215,Physiology,1634,85
20181215,Physiology,1688,85
20181215,Physiology,2004,85
20181215,Physiology,2011,85
20181215,Physiology,2013,85
20181215,Physiology,2193,85
20181215,Physiology,2208,85
20181215,Physiology,2396,85
20181215,Physiology,2398,85
20181215,Physiology,2532,85
20181215,Physiology,2540,85
20181215,Physiology,2565,85
20181215,Physiology,2566,85
20181215,Physiology,2738,85
20181215,Physiology,2874,85
20181215,Physiology,2876,85
20190112,Molecular  ,1120,113
20190112,Molecular  ,1140,113
20190112,Molecular  ,1154,113
20190112,Molecular  ,1274,113
20190112,Molecular  ,1452,113
20190112,Molecular  ,1632,113
20190112,Molecular  ,1729,113
20190112,Molecular  ,2007,113
20190112,Molecular  ,2190,113
20190112,Molecular  ,2403,113
20190112,Molecular  ,2736,113
20190112,Molecular  ,2990,113
20190112,Molecular BB,1106,113
20190112,Molecular BB,1458,113
20190112,Molecular BB,1462,113
20190112,Molecular BB,1477,113
20190112,Molecular BB,1575,113
20190112,Molecular BB,1206,113
20190112,Molecular BB,2182,113
20190112,Molecular BB,1186,113
20190112,Molecular BB,1720,113
20190112,Molecular BB,2209,113
20190112,Molecular BB,2539,113
20190112,Molecular BB,2758,113
20190112,Molecular BB,2755,113
20190112,Molecular BB,2868,113
20190112,Molecular BB,2980,113
20190112,Molecular BB,2988,113
20190112,Physiology,1063,113
20190112,Physiology,1075,113
20190112,Physiology,1102,113
20190112,Physiology,1111,113
20190112,Physiology,1434,113
20190112,Physiology,1472,113
20190112,Physiology,1540,113
20190112,Physiology,1578,113
20190112,Physiology,1616,113
20190112,Physiology,2058,113
20190112,Physiology,1649,113
20190112,Physiology,2301,113
20190112,Physiology,2852,113
20190112,Physiology,1149,113
20190112,Physiology,1492,113
20190112,Physiology,2857,113
20190112,Physiology,2872,113
20190112,Physiology,2978,113
20190112,Physiology,3002,113
20190112,Physiology,1284,113
20190112,Physiology,1568,113
20190112,Physiology,1638,113
20190112,Physiology,1998,113
20190112,Physiology,2669,113
20190112,Physiology,2744,113
20190112,Physiology,2751,113
20190112,Physiology,1135,113
20190112,Physiology,1272,113
20190112,Physiology,1743,113
20190112,Physiology,1824,113
20190112,Physiology,2982,113
20190112,Physiology,2018,113
