plate,Plug_ID,prot_ug.mL,Species,Tank,Treatment,Temperature,CO2,Timepoint,ANALYSIS,Sample.Date,vol_mL,surface.area.cm2,prot_ug,prot_ug.cm2,prot_mg.cm2
20210330_plate1,1297,302.9589053441981,Mcapitata,3,ATHC,Ambient,High,1 week,Physiology,20180929,34,14.5658442629262,10300.602781702735,707.175128043927,0.707175128043927
20210330_plate1,2203,1245.579711026141,Pacuta,10,HTHC,High,High,2 week,Physiology,20181006,17,30.3347725035882,21174.855087444397,698.0390271573552,0.6980390271573552
20210330_plate1,2014,607.8111682442544,Pacuta,8,ATAC,Ambient,Ambient,4 week,Physiology,20181020,15,16.6644899340018,9117.167523663817,547.1015050428505,0.5471015050428505
20210330_plate1,1484,681.5479971767592,Pacuta,6,ATAC,Ambient,Ambient,4 week,Physiology,20181020,41.5,37.7896630963643,28284.241882835504,748.4650448115982,0.7484650448115983
20210330_plate1,1756,388.8017808178602,Pacuta,6,ATAC,Ambient,Ambient,4 week,Physiology,20181020,17,14.1586443565981,6609.630273903624,466.8264918190036,0.4668264918190036
20210330_plate1,1622,1106.3601758028303,Pacuta,6,ATAC,Ambient,Ambient,2 week,Physiology,20181006,17.5,25.5154944913314,19361.30307654953,758.8057163903806,0.7588057163903805
20210330_plate1,1811,902.208209131493,Pacuta,10,HTHC,High,High,4 week,Physiology,20181020,12.5,26.5133579980475,11277.602614143663,425.3554987253659,0.42535549872536593
20210330_plate1,1495,500.5075739021769,Pacuta,6,ATAC,Ambient,Ambient,1 week,Physiology,20180929,17,12.4940469373228,8508.628756337008,681.0146303292358,0.6810146303292358
20210330_plate1,1748,364.03941289276537,Pacuta,10,HTHC,High,High,2 week,Physiology,20181006,18.5,12.3150579675082,6734.72913851616,546.8694630821011,0.5468694630821012
20210330_plate1,1772,962.1881669945004,Pacuta,7,HTAC,High,Ambient,4 week,Physiology,20181020,12.5,34.2277825970547,12027.352087431254,351.3915063976773,0.3513915063976773
20210330_plate1,1414,593.5040223319774,Pacuta,5,HTHC,High,High,4 week,Physiology,20181020,40,34.9750615460305,23740.160893279095,678.7739561811718,0.6787739561811718
20210330_plate1,1587,343.12896886712974,Mcapitata,8,ATAC,Ambient,Ambient,1 week,Physiology,20180929,40,25.3051824517993,13725.15875468519,542.3852912670573,0.5423852912670573
20210330_plate1,2376,447.68118899530793,Mcapitata,7,HTAC,High,Ambient,4 week,Physiology,20181020,32.5,23.5287169263899,14549.638642347509,618.377903387863,0.6183779033878629
20210330_plate1,1294,432.823768240251,Pacuta,3,ATHC,Ambient,High,1 week,Physiology,20180929,18,10.0239991538819,7790.827828324518,777.2175265305601,0.7772175265305601
20210330_plate1,1344,848.2812745390643,Pacuta,4,HTAC,High,Ambient,2 week,Physiology,20181006,22.5,32.2768028260761,19086.328677128946,591.3326911582858,0.5913326911582858
20210330_plate1,1690,833.9741286267873,Pacuta,8,ATAC,Ambient,Ambient,2 week,Physiology,20181006,18,28.1734806930775,15011.534315282172,532.824981010268,0.532824981010268
20210330_plate1,1695,291.40313364582056,Mcapitata,11,ATHC,Ambient,High,4 week,Physiology,20181020,72.5,33.0643542932601,21126.72718932199,638.9578033776544,0.6389578033776544
20210330_plate1,1181,1346.83028209764,Pacuta,1,ATAC,Ambient,Ambient,4 week,Physiology,20181020,22.5,33.9816727635597,30303.6813471969,891.7654395075307,0.8917654395075307
20210330_plate1,1281,625.9702380559906,Pacuta,3,ATHC,Ambient,High,2 week,Physiology/Molecular,20181006,42.5,32.1828336169235,26603.7351173796,826.643652142237,0.826643652142237
20210330_plate1,1412,518.1163688711332,Pacuta,5,HTHC,High,High,1 week,Physiology,20180929,15,13.6887983108349,7771.745533066998,567.7449076677198,0.5677449076677198
20210330_plate1,1243,395.9553537739987,Mcapitata,4,HTAC,High,Ambient,2 week,Physiology,20181006,33,19.1166388204612,13066.526674541958,683.5159045091337,0.6835159045091338
20210330_plate1,1625,394.30452924565907,Mcapitata,6,ATAC,Ambient,Ambient,2 week,Physiology,20181006,45,28.2987729719477,17743.703816054658,627.0131865308725,0.6270131865308726
20210330_plate1,1217,472.4435569204027,Pacuta,3,ATHC,Ambient,High,4 week,Physiology,20181020,30,30.6166801310461,14173.306707612082,462.92761484743687,0.4629276148474369
20210330_plate1,2996,880.1972154202977,Pacuta,12,ATHC,Ambient,High,2 week,Physiology,20181006,23,40.6087393709435,20244.535954666848,498.52657994974066,0.49852657994974064
20210330_plate1,1483,241.32812295285103,Mcapitata,7,HTAC,High,Ambient,2 week,Physiology,20181006,55,22.226572170989,13273.046762406806,597.1702096165467,0.5971702096165467
20210330_plate1,2023,393.75425440287916,Mcapitata,11,ATHC,Ambient,High,2 week,Physiology,20181006,40,20.1950473635938,15750.170176115167,779.9026113951313,0.7799026113951313
20210330_plate1,1411,677.14579843452,Pacuta,5,HTHC,High,High,4 week,Physiology,20181020,15,18.5528235655453,10157.1869765178,547.4739163358859,0.5474739163358858
20210330_plate1,1127,344.7797933954694,Mcapitata,2,HTHC,High,High,1 week,Physiology,20180929,27,13.9035850746123,9309.054421677674,669.5434574407606,0.6695434574407606
20210330_plate1,1723,438.32651666804986,Mcapitata,12,ATHC,Ambient,High,2 week,Physiology,20181006,25,20.2755924000104,10958.162916701247,540.4608013670479,0.5404608013670479
20210330_plate1,1639,361.288038678866,Mcapitata,7,HTAC,High,Ambient,1 week,Physiology,20180929,29,13.8409389351773,10477.353121687112,756.9828297600894,0.7569828297600895
20210330_plate1,1439,1314.9143412164067,Pacuta,5,HTHC,High,High,1 week,Physiology,20180929,19,47.3387246359706,24983.37248311173,527.7576165228577,0.5277576165228577
20210330_plate1,1731,1251.6327342967197,Pacuta,9,HTAC,High,Ambient,2 week,Physiology,20181006,12.5,31.2207679041702,15645.409178708996,501.12185666705585,0.5011218566670559
20210330_plate1,2189,237.47619905339184,Pacuta,9,HTAC,High,Ambient,4 week,Physiology,20181020,14.5,15.5681824938877,3443.4048862741815,221.18220207311376,0.22118220207311376
20210330_plate2,2521,824.6194562995291,Pacuta,11,ATHC,Ambient,High,2 week,Physiology,20181006,18.5,14.1765432535795,15255.459941541289,1076.1057663114998,1.0761057663115
20210330_plate2,1565,392.65370471731944,Mcapitata,9,HTAC,High,Ambient,1 week,Physiology,20180929,22,14.5434706416994,8638.381503781027,593.9697419275454,0.5939697419275455
20210330_plate2,1498,381.64820786172174,Mcapitata,3,ATHC,Ambient,High,4 week,Physiology,20181020,27.5,17.6399798194911,10495.325716197349,594.973793824903,0.594973793824903
20210330_plate2,1067,402.0083770445775,Mcapitata,1,ATAC,Ambient,Ambient,1 week,Physiology,20180929,50,28.6522761873314,20100.418852228875,701.5295650792405,0.7015295650792405
20210330_plate2,1730,326.62072358373325,Mcapitata,10,HTHC,High,High,2 week,Physiology,20181006,35,16.2528153034283,11431.725325430663,703.3689309826406,0.7033689309826405
20210330_plate2,1573,760.7875745370626,Pacuta,7,HTAC,High,Ambient,2 week,Physiology,20181006,25,31.3326360103044,19019.689363426565,607.024871995179,0.607024871995179
20210330_plate2,1908,543.429011639008,Pacuta,11,ATHC,Ambient,High,4 week,Physiology,20181020,21.5,23.1394159170432,11683.72375023867,504.92734095475134,0.5049273409547513
20210330_plate2,1718,309.0119286147769,Mcapitata,11,ATHC,Ambient,High,1 week,Physiology,20180929,40,30.1647329822644,12360.477144591076,409.7658398587025,0.4097658398587025
20210330_plate2,1626,857.0856720235424,Pacuta,6,ATAC,Ambient,Ambient,1 week,Physiology,20180929,40,34.2904287364898,34283.4268809417,999.7958072906608,0.9997958072906609
20210330_plate2,2871,1174.594256307536,Pacuta,11,ATHC,Ambient,High,1 week,Physiology,20180929,17,23.7748267598849,19968.102357228112,839.8842422238026,0.8398842422238026
20210330_plate2,1156,745.9301537820056,Pacuta,3,ATHC,Ambient,High,2 week,Physiology,20181006,12.5,13.5948291016823,9324.12692227507,685.8583401479649,0.6858583401479649
20210330_plate2,2015,778.9466443487987,Pacuta,8,ATAC,Ambient,Ambient,4 week,Physiology,20181020,15,18.6870652929062,11684.199665231981,625.2559983116997,0.6252559983116998
20210330_plate2,2517,326.62072358373325,Mcapitata,10,HTHC,High,High,4 week,Physiology,20181020,39,18.1008764167636,12738.208219765596,703.7343345413085,0.7037343345413085
20210330_plate2,2864,1431.5726078857424,Pacuta,11,ATHC,Ambient,High,1 week,Physiology,20180929,16,24.477358466407,22905.16172617188,935.769346092111,0.935769346092111
20210330_plate2,2407,298.0064317591792,Mcapitata,9,HTAC,High,Ambient,4 week,Physiology,20181020,65,20.5127527850147,19370.418064346646,944.3109984973557,0.9443109984973558
20210330_plate2,2525,353.03391603716767,Mcapitata,10,HTHC,High,High,4 week,Physiology,20181020,50,23.0901939503442,17651.695801858383,764.4671950274048,0.7644671950274048
20210330_plate2,1500,1115.7148481300883,Pacuta,6,ATAC,Ambient,Ambient,2 week,Physiology,20181006,15,20.5127527850147,16735.722721951322,815.8691764752981,0.8158691764752981
20210330_plate2,1234,310.66275314311656,Mcapitata,4,HTAC,High,Ambient,2 week,Physiology,20181006,61,36.1832370922787,18950.42794173011,523.7350072742393,0.5237350072742393
20210330_plate2,3000,419.0668971707539,Mcapitata,12,ATHC,Ambient,High,2 week,Physiology,20181006,53,31.574271119554,22210.54555004996,703.4381083873993,0.7034381083873993
20210330_plate2,1534,335.97539591099127,Mcapitata,6,ATAC,Ambient,Ambient,4 week,Physiology,20181020,17.5,9.91660577199321,5879.569428442347,592.9013982836358,0.59290139828363575
20210330_plate2,1758,398.1564531451183,Mcapitata,7,HTAC,High,Ambient,1 week,Physiology,20180929,50,33.6505431694028,19907.822657255914,591.6047939266955,0.5916047939266955
20210330_plate2,1171,307.3611040864372,Mcapitata,2,HTHC,High,High,2 week,Physiology,20181006,33,15.3936682483185,10142.916434852428,658.9018466056895,0.6589018466056895
20210330_plate2,1593,351.9333663516079,Mcapitata,4,HTAC,High,Ambient,1 week,Physiology,20180929,37.5,20.2979660212372,13197.501238185296,650.1883599754337,0.6501883599754338
20210330_plate2,1316,392.65370471731944,Mcapitata,4,HTAC,High,Ambient,4 week,Physiology,20181020,57.5,27.8334016504298,22577.58802124587,811.1688360914818,0.8111688360914818
20210330_plate2,1621,610.0122676153741,Pacuta,5,HTHC,High,High,2 week,Physiology,20181006,17,15.375769351337,10370.208549461358,674.4513599613548,0.6744513599613547
20210330_plate2,2070,513.1638952861142,Mcapitata,11,ATHC,Ambient,High,4 week,Physiology,20181020,22.5,20.1592495696309,11546.18764393757,572.7488815521901,0.5727488815521902
20210330_plate2,1122,415.2149732712947,Mcapitata,2,HTHC,High,High,2 week,Physiology,20181006,40,19.8907661149091,16608.59893085179,834.9904088612673,0.8349904088612673
20210330_plate2,1550,362.9388632072056,Mcapitata,3,ATHC,Ambient,High,1 week,Physiology,20180929,42,17.4967886436395,15243.432254702635,871.2131446043377,0.8712131446043376
20210330_plate2,1264,333.7742965398718,Mcapitata,5,HTHC,High,High,4 week,Physiology,20181020,55,21.2779306309719,18357.58630969295,862.7524277653142,0.8627524277653142
20210330_plate2,1761,471.89328207762287,Mcapitata,8,ATAC,Ambient,Ambient,2 week,Physiology,20181006,42.5,19.8146958027379,20055.46448829897,1012.1510159912624,1.0121510159912623
20210330_plate2,1333,385.5001317611809,Mcapitata,4,HTAC,High,Ambient,1 week,Physiology,20180929,31,17.6489292679819,11950.504084596609,677.1234618905078,0.6771234618905078
20210330_plate2,1099,448.2314638380878,Mcapitata,1,ATAC,Ambient,Ambient,2 week,Physiology,20181006,13,9.8673838052942,5827.009029895141,590.5323178742419,0.5905323178742419
20210330_plate2,1216,413.0138739001752,Mcapitata,3,ATHC,Ambient,High,2 week,Physiology,20181006,28,12.6059150434569,11564.388469204907,917.3779475221359,0.9173779475221359
20210330_plate2,1494,524.1693921417119,Mcapitata,7,HTAC,High,Ambient,4 week,Physiology,20181020,47.5,21.980462337494,24898.046126731315,1132.7353239636154,1.1327353239636155
20210330_plate2,2869,386.6006814467407,Mcapitata,12,ATHC,Ambient,High,8 week,Physiology,20181117,32.5,16.1275230245582,12564.522147019072,779.0732729314002,0.7790732729314002
20210330_plate2,1189,416.31552295685447,Mcapitata,1,ATAC,Ambient,Ambient,1 week,Physiology,20180929,38.5,21.9894117859847,16028.147633838897,728.9029733871595,0.7289029733871595
20210330_plate2,1117,383.8493072328413,Mcapitata,1,ATAC,Ambient,Ambient,2 week,Physiology,20181006,52.5,15.9977560214426,20152.088629724167,1259.6822080992674,1.2596822080992673
20210330_plate2,1643,494.4545506315982,Mcapitata,7,HTAC,High,Ambient,2 week,Physiology,20181006,35,27.2024655318336,17305.909272105935,636.1889973485584,0.6361889973485584
20210330_plate2,1353,626.5205128987706,Mcapitata,5,HTHC,High,High,4 week,Physiology,20181020,24.5,12.0107767188235,15349.752566019879,1277.9983281150733,1.2779983281150733
20210429_plate1,1197,425.67019528411254,Mcapitata,2,HTHC,High,High,Day 2,Physiology,20180923,15.5,5.43740680238405,6597.8880269037445,1213.4254924628551,1.2134254924628551
20210429_plate1,1547,82.84896823224415,Pacuta,7,HTAC,High,Ambient,12 week,Physiology,20181215,15,16.8703272492885,1242.734523483662,73.66392513435528,0.07366392513435528
20210429_plate1,1063,391.0028801889797,Mcapitata,1,ATAC,Ambient,Ambient,16 week,Physiology,20190112,20,12.9057215678962,7820.0576037795945,605.9372629913606,0.6059372629913606
20210429_plate1,1738,1204.8593726604297,Pacuta,9,HTAC,High,Ambient,8 week,Physiology,20181117,16,32.7421741475939,19277.749962566875,588.7742785701213,0.5887742785701213
20210429_plate1,1778,459.23696069368555,Pacuta,10,HTHC,High,High,6 week,Physiology,20181103,14,11.2769219425838,6429.317449711598,570.1305269688241,0.5701305269688242
20210429_plate1,1100,835.6249531551268,Pacuta,1,ATAC,Ambient,Ambient,Day 1,Physiology,20180922,19.5,16.3423097883356,16294.686586524973,997.0858952970883,0.9970858952970884
20210429_plate1,2013,892.853536804235,Pacuta,8,ATAC,Ambient,Ambient,12 week,Physiology,20181215,14.5,20.9423263125696,12946.376283661408,618.1918899759947,0.6181918899759947
20210429_plate1,1163,315.06495188535564,Mcapitata,2,HTHC,High,High,Day 1,Physiology,20180922,32.5,18.5841466352629,10239.610936274059,550.9863399831705,0.5509863399831705
20210429_plate1,1560,501.6081235877366,Mcapitata,3,ATHC,Ambient,High,Day 2,Physiology,20180923,52,36.4114480287923,26083.622426562302,716.3577346865391,0.7163577346865391
20210429_plate1,1300,521.9682927705924,Mcapitata,3,ATHC,Ambient,High,8 week,Physiology,20181117,29.5,36.6888809320048,15398.064636732475,419.69294907821205,0.41969294907821203
20210429_plate1,1441,1024.3692242286274,Pacuta,5,HTHC,High,High,8 week,Physiology,20181117,11,64.5664129806213,11268.061466514902,174.5189324656591,0.1745189324656591
20210429_plate1,1311,765.7400481220815,Pacuta,4,HTAC,High,Ambient,Day 1,Physiology,20180922,17.5,21.7075041585268,13400.450842136426,617.3188195324,0.6173188195324
20210429_plate1,1618,640.8276588110476,Pacuta,5,HTHC,High,High,8 week,Physiology,20181117,13,30.737497685671,8330.75956454362,271.0292051010775,0.2710292051010775
20210429_plate1,1447,233.07400031115276,Mcapitata,5,HTHC,High,High,8 week,Physiology,20181117,17.5,14.9103980298192,4078.795005445173,273.55373057701206,0.27355373057701204
20210429_plate1,2997,835.6249531551268,Pacuta,12,ATHC,Ambient,High,8 week,Physiology,20181117,20,34.3754484971517,16712.499063102536,486.175447703244,0.486175447703244
20210429_plate1,1130,787.200766990497,Pacuta,2,HTHC,High,High,6 week,Physiology,20181103,15,22.1549765830632,11808.011504857455,532.9733236497447,0.5329733236497447
20210429_plate1,2992,342.02841918157003,Pacuta,12,ATHC,Ambient,High,6 week,Physiology,20181103,18,9.93002994472929,6156.51154526826,619.9892225436887,0.6199892225436887
20210429_plate1,2541,970.9925644789786,Pacuta,11,ATHC,Ambient,High,6 week,Physiology,20181103,30,35.154050515845,29129.776934369358,828.6321634896576,0.8286321634896576
20210429_plate1,1146,465.2899839642642,Mcapitata,3,ATHC,Ambient,High,Day 1,Physiology,20180922,82.5,34.5857605366838,38386.4236770518,1109.890980605639,1.109890980605639
20210429_plate1,1086,982.5483361773561,Pacuta,1,ATAC,Ambient,Ambient,8 week,Physiology,20181117,17.5,39.0783836790291,17194.59588310373,440.00273973283555,0.44000273973283555
20210429_plate1,2004,308.461653771997,Mcapitata,9,HTAC,High,Ambient,12 week,Physiology,20181215,17.5,13.8409389351773,5398.078941009948,390.0081465781569,0.3900081465781569
20210429_plate1,1242,307.9113789292171,Mcapitata,4,HTAC,High,Ambient,Day 2,Physiology,20180923,50,22.6919434925068,15395.568946460855,678.4596899575696,0.6784596899575696
20210429_plate1,2156,167.59129402034642,Pacuta,4,HTAC,High,Ambient,8 week,Physiology,20181117,15,11.352992254755,2513.869410305196,221.42791555700273,0.22142791555700272
20210429_plate1,1489,165.94046949200677,Mcapitata,6,ATAC,Ambient,Ambient,12 week,Physiology,20181215,17.5,9.76446514765084,2903.9582161101184,297.40064327115346,0.29740064327115345
20210429_plate1,2391,240.22757326729126,Mcapitata,8,ATAC,Ambient,Ambient,6 week,Physiology,20181103,65,20.8394076549262,15614.792262373932,749.2915595747642,0.7492915595747641
20210429_plate1,1249,1130.5722688851451,Pacuta,3,ATHC,Ambient,High,8 week,Physiology,20181117,17.5,33.0822531902416,19785.01470549004,598.0552349839975,0.5980552349839975
20210429_plate1,1764,685.3999210762182,Pacuta,10,HTHC,High,High,6 week,Physiology,20181103,23,23.2557587474227,15764.198184753019,677.8621310947368,0.6778621310947368
20210429_plate1,2058,415.2149732712947,Pacuta,8,ATAC,Ambient,Ambient,16 week,Physiology,20190112,17,14.7627321297222,7058.65454561201,478.1401222745642,0.4781401222745642
20210429_plate1,1175,351.9333663516079,Mcapitata,3,ATHC,Ambient,High,Day 1,Physiology,20180922,21,13.124983055919,7390.600693383766,563.0941131044594,0.5630941131044594
20210429_plate1,1214,862.0381456085613,Pacuta,3,ATHC,Ambient,High,8 week,Physiology,20181117,39,48.5513749064643,33619.487678733894,692.451815082536,0.692451815082536
20210429_plate1,1305,388.25150597508036,Mcapitata,1,ATAC,Ambient,Ambient,Day 1,Physiology,20180922,32.5,27.5380698502359,12618.173944190112,458.2083643775063,0.45820836437750634
20210429_plate1,2075,692.003219189577,Pacuta,11,ATHC,Ambient,High,8 week,Physiology,20181117,13,15.1386089663328,8996.0418494645,594.2449447945359,0.5942449447945358
20210429_plate1,1224,899.4568349175936,Pacuta,3,ATHC,Ambient,High,6 week,Physiology,20181103,27.5,24.8935078212258,24735.062960233823,993.6350930479603,0.9936350930479603
20210429_plate1,2729,960.5373424661608,Pacuta,11,ATHC,Ambient,High,6 week,Physiology,20181103,15.5,19.9131397361359,14888.328808225493,747.6635530864074,0.7476635530864074
20210429_plate1,1713,634.7746355404688,Pacuta,10,HTHC,High,High,8 week,Physiology,20181117,11,20.7409637215282,6982.520990945157,336.6536427474491,0.33665364274744913
20210429_plate1,2535,391.00288018897976,Mcapitata,11,ATHC,Ambient,High,Day 2,Physiology,20180923,31,13.8946356261216,12121.089285858372,872.3574775196695,0.8723574775196695
20210429_plate1,1327,160.43772106420792,Pacuta,4,HTAC,High,Ambient,8 week,Physiology,20181117,15,13.4337390288492,2406.565815963119,179.1434097978958,0.1791434097978958
20210429_plate1,1482,448.2314638380878,Pacuta,6,ATAC,Ambient,Ambient,12 week,Physiology,20181215,14,4.18895873792754,6275.240493733229,1498.0430427533558,1.4980430427533558
20210429_plate2,1042,329.92237264041256,Mcapitata,1,ATAC,Ambient,Ambient,6 week,Physiology,20181103,27.5,18.3425115260132,9072.865247611346,494.6359300221391,0.4946359300221391
20210429_plate2,2384,746.4804286247854,Pacuta,7,HTAC,High,Ambient,Day 2,Physiology,20180923,30,24.7637408181103,22394.412858743563,904.3226959622356,0.9043226959622356
