Site.Name,Plug_ID,Species,ANALYSIS,Timepoint,Treatment,Tank,Temperature,CO2,Pgross_umol.cm2.hr,Pnet_umol.cm2.hr,PR,Rdark_umol.cm2.hr,Pnet.cell,chla.ug.cm2,chla.ug.cells,AFDW.mg.cm2_Sym,AFDW.mg.cm2_Host,AFDW.mg.cells_Sym,Ratio_S.H,prot_mg.cm2,cre.umol.mgprot,haemo.cells.cm2
Lilipuna.Fringe,1091,Mcapitata,Physiology,8 week,HTHC,2,High,High,1.47400534064895,1.1766024605618,3.95625778814585,-0.297402880087152,4.00680972445393e-6,1.3073845257356111,4.452175817111816e-6,1.776659822098616,1.4859336693915868,6.0502489814394956e-6,1.19565217391303,0.37420888631429866,0.1847917515219869,293650.6956240844
Lilipuna.Fringe,1092,Mcapitata,Physiology,4 week,HTHC,2,High,High,2.27581410605409,1.95368353715201,6.06488090779715,-0.322130568902072,4.4059581554982e-6,2.1111896750179424,4.76116687279312e-6,1.0975060573819855,2.3413462557480047,2.475101856043553e-6,0.46875000000004624,0.6382321905886087,0.20105856279963952,443418.54243378394
Lilipuna.Fringe,1094,Pacuta,Physiology,2 week,HTHC,2,High,High,2.1013680321519,1.72054533259241,4.51796947656375,-0.380822699559494,4.52163703296086e-6,1.4872522023544756,3.908536720688094e-6,0.4185824175259089,2.0091956041242307,1.10004526935269e-6,0.20833333333334703,0.6912923782345791,0.13690874661491903,380513.8108290937
Reef.11.13,1098,Pacuta,Physiology,Day 1,HTHC,2,High,High,2.07281846192181,1.60506016088007,3.43138787126914,-0.467758301041736,3.32583404237433e-6,1.3081891011151905,2.7106897999094615e-6,NA,NA,NA,NA,0.7449781338034238,0.1433605711538016,482603.7642370162
HIMB,1099,Mcapitata,Physiology,2 week,ATAC,1,Ambient,Ambient,2.06440196417308,1.29891994925344,1.6968654049825,-0.765482014919642,5.42277540776038e-6,1.3009228883052724,5.431137343594387e-6,2.239702076668243,1.50191786317751,9.350384789497513e-6,1.4912280701754561,0.5905323178742419,0.17089577302614384,239530.47142871685
HIMB,1100,Pacuta,Physiology,Day 1,ATAC,1,Ambient,Ambient,2.21180863360866,1.69827285744341,3.30701956176264,-0.513535776165242,3.47923966303353e-6,2.396514641275121,4.909722632865549e-6,NA,NA,NA,NA,0.9970858952970884,0.14444817954733163,488116.0954455792
Reef.42.43,1102,Mcapitata,Physiology,16 week,ATAC,1,Ambient,Ambient,NA,NA,NA,NA,NA,3.2581652034009476,1.1135578954277952e-5,2.6151356855428407,2.349598831318341,8.937867813490513e-6,1.113013698630208,0.7585390266774654,0.18713990110395462,292590.55292758346
Reef.42.43,1104,Mcapitata,Physiology,Day 2,ATAC,1,Ambient,Ambient,1.84242312542772,1.38872920774536,3.0609385614855,-0.453693917682358,3.7427465101487e-6,1.972805008991681,5.316881801720234e-6,NA,NA,NA,NA,0.8530000061125028,0.15550209160519413,371045.4891725063
HIMB,1111,Pacuta,Physiology,16 week,ATAC,1,Ambient,Ambient,NA,NA,NA,NA,NA,2.505776097826352,3.814856669986419e-6,0.2107469959608427,2.360366354760937,3.2084653689458887e-7,0.08928571428573324,0.6902191160261415,0.18765059636756032,656846.7218023352
Reef.42.43,1116,Pacuta,Physiology,Day 1,ATAC,1,Ambient,Ambient,2.69603364850873,2.23441821015669,4.84043215307854,-0.461615438352046,3.57522871723099e-6,2.086343923062403,3.3382993852421905e-6,NA,NA,NA,NA,0.7059056653586189,0.14066623923629307,624972.0837758357
Reef.42.43,1117,Mcapitata,Physiology,2 week,ATAC,1,Ambient,Ambient,1.95859027579199,1.52220428763227,3.48820614990772,-0.436385988159714,2.55125147103575e-6,3.035449536479495,5.087487381620641e-6,2.9535392299187744,3.8067838963398746,4.950203712086919e-6,0.7758620689654926,1.2596822080992673,0.19552820579846406,596650.0373928277
HIMB,1118,Pacuta,Physiology,1 week,ATAC,1,Ambient,Ambient,2.18152089470458,1.64586609005863,3.07262452568965,-0.535654804645947,5.65546047924461e-6,1.6563456597110802,5.6914699502037115e-6,1.2271952628627623,2.0915675784442804,4.216840199185286e-6,0.5867346938775734,0.9451537390887556,0.1720991090813949,291022.47296443966
Reef.42.43,1122,Mcapitata,Physiology,2 week,HTHC,2,High,High,1.91832640548115,1.61401791798823,5.30388728650157,-0.304308487492921,2.94299262553297e-6,2.6635598696366305,4.8567224517881386e-6,2.915925895711277,2.9762553970018932,5.3168854685377855e-6,0.9797297297297172,0.8349904088612673,0.1509420445756359,548427.4417731996
Reef.42.43,1127,Mcapitata,Physiology,1 week,HTHC,2,High,High,1.98191019017958,1.57316575584869,3.84877596785866,-0.408744434330885,1.98032086580789e-6,2.9425424522128747,3.704109490267089e-6,2.281785584779134,2.5633676356667103,2.8723404255319757e-6,0.8901515151515366,0.6695434574407606,0.18851058704586227,794399.425811978
HIMB,1130,Pacuta,Physiology,6 week,HTHC,2,High,High,0.701079702138101,0.44887471428017,1.77980109787926,-0.252204987857931,1.62070220227939e-6,0.6256101669994918,2.258821320054323e-6,0.4570079305676065,1.7061629407858487,1.65006790402889e-6,0.26785714285712436,0.5329733236497447,0.13859016224279203,276963.1052466099
Reef.42.43,1133,Mcapitata,Physiology,6 week,HTHC,2,High,High,1.5194323959106,1.33290416710645,7.14585763051433,-0.186528228804149,3.56343086302558e-6,2.109690906970267,5.64011866364871e-6,1.9030617681804516,2.1396586366570305,5.087709370755777e-6,0.8894230769230393,0.8667016414884853,0.1708137684249886,374050.80154917587
HIMB,1135,Mcapitata,Physiology,16 week,HTHC,2,High,High,NA,NA,NA,NA,NA,2.563233707002496,6.089945655047535e-6,2.8359034381020933,3.4262343578703383,6.737777274784953e-6,0.8277027027026896,0.9383021196063727,0.21190159132152536,420895.9902422132
Reef.42.43,1136,Mcapitata,Physiology,6 week,ATHC,3,Ambient,High,1.71901287340748,1.42131264491057,4.77430820959319,-0.29770022849691,3.00384657787649e-6,2.053929935231261,4.3408397464916255e-6,1.2651091056663106,1.578856163871444,2.673721140787827e-6,0.8012820512821079,0.8003689052521041,0.18981386517110585,473164.19291711884
Reef.42.43,1142,Mcapitata,Physiology,12 week,ATHC,3,Ambient,High,NA,NA,NA,NA,NA,2.926126499713483,9.071575235853325e-6,1.241906764202722,1.4193220162317004,3.850158442734203e-6,0.8749999999999888,0.47873702187135464,0.2064548043600256,322559.91089051845
HIMB,1146,Mcapitata,Physiology,Day 1,ATHC,3,Ambient,High,1.65780927312898,1.30464151421439,3.69411273051662,-0.353167758914585,2.00550559549341e-6,3.1655590827293,4.866123291987324e-6,NA,NA,NA,NA,1.109890980605639,0.12970868669736654,650529.978955072
HIMB,1149,Pacuta,Physiology,16 week,ATHC,3,Ambient,High,NA,NA,NA,NA,NA,2.192099980828864,4.4628151127206874e-6,0.9005560963024166,1.5129342417881326,1.8334087822543225e-6,0.5952380952380666,0.6881975880156324,0.22275077245920802,491192.20166225615
HIMB,1156,Pacuta,Physiology,2 week,ATHC,3,Ambient,High,1.88438200064137,1.37381803399152,2.69078533490341,-0.510563966649847,5.47875973677007e-6,1.4518779053689987,5.790060994114986e-6,1.333227498811078,1.6182623433844707,5.316885468537785e-6,0.8238636363636415,0.6858583401479649,0.13484781730059778,250753.47338217788
Reef.11.13,1162,Mcapitata,Physiology,6 week,HTHC,2,High,High,1.73786304117012,1.46368213687589,5.33838102490589,-0.274180904294236,8.31142493597346e-7,2.9139651218412923,1.6546763603440474e-6,3.2287215636875466,5.338152985296844,1.8334087822544046e-6,0.6048387096774079,1.1857809840721094,0.21348952329435295,1761048.3788113152
Reef.35.36,1163,Mcapitata,Physiology,Day 1,HTHC,2,High,High,1.60100272312835,1.18947263407683,2.89036613779144,-0.411530089051526,3.74105659744011e-6,1.0683110604781954,3.3599866310547754e-6,NA,NA,NA,NA,0.5509863399831705,0.2259363521606497,317950.9854605667
Reef.35.36,1165,Pacuta,Physiology,2 week,HTHC,2,High,High,2.70521765501583,2.23300556519187,4.72881913299658,-0.472212089823966,3.73428029892055e-6,2.196678411586215,3.6735299918515164e-6,1.0597878653974642,1.3740697841015377,1.772295156179298e-6,0.771276595744682,0.5681163294275048,0.20008234067393077,597974.8134515855
Reef.18,1166,Mcapitata,Physiology,8 week,ATAC,1,Ambient,Ambient,1.40402490881949,1.13967815542648,4.31129999063049,-0.26434675339301,1.83265471806164e-6,1.5837422144998687,2.5467300814848347e-6,2.1282745632144113,1.7026196505713287,3.422363060208488e-6,1.2500000000001472,0.6698301106642917,0.22433339402799676,621872.818801626
Reef.35.36,1170,Pacuta,Physiology,6 week,HTHC,2,High,High,0.916758278676338,0.669569904591478,2.70874351219129,-0.24718837408486,1.64879756985982e-6,1.0323679281761728,2.542177776369398e-6,0.8934477094229172,1.2954991786632946,2.200090538705196e-6,0.6896551724137587,0.5856925669381836,0.17606384356321045,406095.88273977657
Reef.35.36,1171,Mcapitata,Physiology,2 week,HTHC,2,High,High,1.65953467661454,1.39715841559634,5.32501839219141,-0.262376261018202,3.58471303114274e-6,2.0154409397116217,5.171051000452692e-6,1.875771228417465,2.8297348817270604,4.812698053417723e-6,0.6628787878787546,0.6589018466056895,0.1888036831315519,389754.60492174275
Reef.11.13,1174,Pacuta,Physiology,8 week,HTHC,2,High,High,0.934050554911549,0.824667222896232,7.53924028188097,-0.109383332015316,NA,NA,NA,NA,NA,NA,NA,0.19330810230259018,0.21487512860370203,NA
Reef.11.13,1175,Mcapitata,Physiology,Day 1,ATHC,3,Ambient,High,1.84541709218374,1.50440515766583,4.41159093095265,-0.341011934517911,5.17159889369226e-6,2.2322517777870425,7.673671368945224e-6,NA,NA,NA,NA,0.5630941131044594,0.17808313446861926,290897.49488371355
Reef.35.36,1180,Pacuta,Physiology,Day 2,ATHC,3,Ambient,High,2.11097852764701,1.81793677281154,6.20367829093911,-0.293041754835475,4.97238626092302e-6,1.6518501617792023,4.5181155373472165e-6,NA,NA,NA,NA,0.6752056597584319,0.10984275033638383,365606.0027958196
Reef.18,1181,Pacuta,Physiology,4 week,ATAC,1,Ambient,Ambient,2.71897476020692,2.15599280178992,3.82959483790945,-0.562981958417005,5.96992464958099e-6,2.4103192173586208,6.67415219646899e-6,1.4897736303990552,2.6220015895022626,4.125169760072516e-6,0.5681818181818343,0.8917654395075307,0.13787879939378014,361142.38129508315
Reef.35.36,1182,Mcapitata,Physiology,Day 2,HTHC,2,High,High,1.20977572013156,0.892919770662143,2.81806218932406,-0.316855949469418,3.36905376947009e-6,0.8304326263385963,3.1332850484382075e-6,NA,NA,NA,NA,0.3442791218730476,0.1616269098547999,265035.7734775925
Reef.35.36,1185,Mcapitata,Physiology,12 week,HTHC,2,High,High,NA,NA,NA,NA,NA,0.831180261057048,3.4133936822091443e-6,1.0268239365012592,1.2321887238014935,4.216840199185095e-6,0.8333333333333452,0.7215547259359969,0.1402701694135149,243505.5368471618
Reef.18,1187,Pacuta,Physiology,Day 2,ATAC,1,Ambient,Ambient,1.82451026458313,1.45578773173224,3.94819302329153,-0.368722532850884,5.07142250287815e-6,1.1155278169681337,3.886083916704392e-6,NA,NA,NA,NA,0.5789333541278797,0.10691574173522678,287057.0581795777
Lilipuna.Fringe,1188,Pacuta,Physiology,Day 2,HTHC,2,High,High,1.6080123479351,1.23890548714569,3.35649541841632,-0.369106860789412,3.10675502119884e-6,0.9426089524872866,2.3637438334087823e-6,NA,NA,NA,NA,0.6497922231841161,0.21068323793102894,398777.96365435224
Reef.18,1189,Mcapitata,Physiology,1 week,ATAC,1,Ambient,Ambient,1.36880419177902,0.89474360006528,1.88740345792247,-0.474060591713738,1.24925048740571e-6,1.2438820986304593,1.7367213544590317e-6,2.276095444803984,2.0309774738251583,3.177908555907576e-6,1.120689655172378,0.7289029733871595,0.19328994113237202,716224.3358364842
Reef.11.13,1191,Pacuta,Physiology,8 week,HTHC,2,High,High,0.686320657562406,0.594745055966897,6.49457984009647,-0.0915756015955087,NA,NA,NA,0.12784303519838652,1.5000249463282567,NA,0.0852272727272431,0.13767695222237608,0.2778115110113369,NA
Reef.11.13,1194,Pacuta,Physiology,4 week,ATHC,3,Ambient,High,1.64503482169688,1.35345663766033,4.64183094538593,-0.291578184036558,4.00308583263015e-6,1.489274060720817,4.404789729289271e-6,0.82650881121622,1.3554744503946257,2.4445450430058666e-6,0.6097560975609644,0.5646698459518077,0.18856715505299038,338103.3266623414
Lilipuna.Fringe,1197,Mcapitata,Physiology,Day 2,HTHC,2,High,High,5.85417779003612,4.45028153540136,3.16995042953451,-1.40389625463476,5.72449153078453e-6,6.896993081988498,8.871748492530556e-6,NA,NA,NA,NA,1.2134254924628551,0.19267757057106186,777410.7987614081
Lilipuna.Fringe,1208,Mcapitata,Physiology,12 week,ATHC,3,Ambient,High,NA,NA,NA,NA,NA,1.955768383376277,1.1437867360796742e-6,2.5079660863545947,3.6992499773730727,1.4667270258035153e-6,0.6779661016949069,0.6323470771137644,0.2531733551585827,1709906.50764116
Reef.18,1210,Mcapitata,Physiology,12 week,ATAC,1,Ambient,Ambient,NA,NA,NA,NA,NA,1.8561040810732663,3.585414067904029e-6,1.281315510305914,2.050104816489412,2.4751018560435525e-6,0.6250000000000154,0.583738825349955,0.2717412261960436,517681.9318272806
Reef.11.13,1211,Pacuta,Physiology,Day 1,ATHC,3,Ambient,High,2.21300932888385,1.65509567248728,2.96658031849792,-0.557913656396573,5.88337389514639e-6,1.429757554044718,5.08236403078316e-6,NA,NA,NA,NA,0.6576109475283184,0.1140890452886943,281317.4234243905
Reef.18,1213,Pacuta,Physiology,Day 1,HTHC,2,High,High,2.54008634603609,1.92166064984178,3.10734282496238,-0.618425696194317,3.55126933234274e-6,1.1013766201388873,2.035367559981892e-6,NA,NA,NA,NA,0.8055428064723136,0.12674011038376073,541119.2758465138
Lilipuna.Fringe,1214,Pacuta,Physiology,8 week,ATHC,3,Ambient,High,1.89902449572444,1.61295739781172,5.63838836965382,-0.286067097912723,3.68145189541021e-6,2.535474020193194,5.787025529198734e-6,0.8233546439624655,1.333432886807475,1.8792440018107789e-6,0.6174698795180863,0.692451815082536,0.14540770893633764,438130.78193630395
Reef.35.36,1215,Pacuta,Physiology,12 week,ATHC,3,Ambient,High,NA,NA,NA,NA,NA,2.43883981853648,3.8950903784517885e-6,0.028698886979306927,2.4566247254295566,4.5835219556344e-8,0.011682242990650004,0.704057071096544,0.18040643653135335,626131.7662944357
Reef.35.36,1216,Mcapitata,Physiology,2 week,ATHC,3,Ambient,High,2.14238899159754,1.63740631942363,3.24250000970276,-0.504982672173909,1.80206664891729e-6,3.209202157918566,3.5319249289271168e-6,3.2762397539269816,4.531206168143139,3.6057039384336522e-6,0.7230392156862651,0.9173779475221359,0.16860724095784205,908626.9449371952
Lilipuna.Fringe,1217,Pacuta,Physiology,4 week,ATHC,3,Ambient,High,1.84057457945892,1.5308381431691,4.94238960551827,-0.309736436289824,4.77390940955836e-6,1.619551139697842,5.0505603531009494e-6,0.6614041729320277,1.332606926203825,2.062584880036113e-6,0.4963235294117514,0.4629276148474369,0.20308153892609823,320667.6143773765
Reef.42.43,1222,Pacuta,Physiology,2 week,ATAC,1,Ambient,Ambient,1.7937923972166,1.40963300663445,3.66939619645458,-0.38415939058215,4.00878798141094e-6,1.4676100449077294,4.173666111362606e-6,1.5042813291918056,2.681918712616294,4.2779538252602145e-6,0.5608974358974262,0.7220783774933721,0.1846800935345677,351635.70964918134
HIMB,1224,Pacuta,Physiology,6 week,ATHC,3,Ambient,High,3.13324368418954,2.68832903308271,6.04234773207588,-0.444914651106834,2.97443083807284e-6,3.296026308917347,3.6468014830239926e-6,1.1323233431957356,2.5187289975476412,1.2528293345404979e-6,0.44956140350876234,0.9936350930479603,0.15226212943719125,903812.9232590483
HIMB,1226,Mcapitata,Physiology,4 week,ATHC,3,Ambient,High,2.11406667172462,1.74237257562442,4.68765200713524,-0.371694096100201,1.13913108385304e-6,3.5631313755182856,2.329509642372114e-6,2.3369282807337575,3.5895218392070287,1.5278406518787192e-6,0.6510416666666708,0.9414393911487989,0.1813104007053787,1529562.8361898463
Reef.42.43,1228,Pacuta,Physiology,4 week,HTHC,2,High,High,1.72787072796016,1.39869567159343,4.24909374067263,-0.329175056366729,6.68087355632798e-6,1.292392977996099,6.173118464463559e-6,0.8252542044491599,1.4585888264682605,3.941828881847013e-6,0.5657894736842191,0.4295223577448122,0.14727945874099801,209358.20127799982
HIMB,1232,Mcapitata,Physiology,Day 1,HTAC,4,High,Ambient,1.50957046462691,1.00690870296693,2.0031535711842,-0.502661761659981,4.20477946457296e-6,1.5940936235006733,6.656822743322772e-6,NA,NA,NA,NA,0.6578885660048378,0.16523523845703023,239467.6386868876
Reef.42.43,1233,Pacuta,Physiology,4 week,HTHC,2,High,High,1.66650126944699,1.33754670341474,4.06605301013996,-0.328954566032256,5.52049587433941e-6,1.3904171696846086,5.7387097075599815e-6,0.866213173450952,1.7324263469019192,3.575147125396105e-6,0.49999999999999556,0.5132133754611291,0.12590676095513062,242287.420089035
HIMB,1234,Mcapitata,Physiology,2 week,HTAC,4,High,Ambient,1.1236180251865,0.877301522915927,3.56168391004609,-0.246316502270572,1.90816431287839e-6,1.1996081624566015,2.6091935608872796e-6,2.1494760074022174,2.8322507391652576,4.675192394748698e-6,0.7589285714285761,0.5237350072742393,0.20174094374009097,459762.04312288127
HIMB,1240,Pacuta,Physiology,1 week,HTAC,4,High,Ambient,2.53924239944412,1.97666773178836,3.51360956230952,-0.562574667655756,6.66865491651807e-6,0.49033011714364433,1.6542195237664102e-6,0.2898367574747875,0.5506898392021605,9.778180172022463e-7,0.5263157894736228,0.2813238939413319,0.1614247363872682,296411.7579916093
Reef.42.43,1241,Mcapitata,Physiology,12 week,HTAC,4,High,Ambient,NA,NA,NA,NA,NA,1.7349588368293323,4.542934612041648e-6,2.153064879378615,2.7307164323826494,5.637732005432336e-6,0.7884615384615339,0.8455950197743112,0.19701223766454568,381902.6653455665
Reef.42.43,1242,Mcapitata,Physiology,Day 2,HTAC,4,High,Ambient,1.0598663920541,0.778956175619773,2.77297203892152,-0.280910216434324,1.9444432661168e-6,1.531118655018376,3.822003664101404e-6,NA,NA,NA,NA,0.6784596899575696,0.21108229738229994,400606.2760744001
Reef.42.43,1243,Mcapitata,Physiology,2 week,HTAC,4,High,Ambient,1.57465037538583,1.25427743268016,3.91505419305172,-0.320372942705672,3.99642590122757e-6,2.287712387660463,7.289195206880941e-6,2.6325234510438347,2.175068556272263,8.387845178813787e-6,1.2103174603174716,0.6835159045091338,0.27944003566888587,313849.7903720401
Reef.35.36,1247,Pacuta,Physiology,12 week,ATHC,3,Ambient,High,NA,NA,NA,NA,NA,2.2419837433171454,4.3131493825260295e-6,0.8100581436209126,1.6963570537003243,1.5583974649161774e-6,0.47752808988762346,0.6788891340805925,0.19225189735577494,519802.0157614179
Reef.42.43,1249,Pacuta,Physiology,8 week,ATHC,3,Ambient,High,1.8684263036461,1.55510492062985,4.96329010697991,-0.313321383016257,5.38984201472449e-6,2.0448261825151084,7.087168153010414e-6,1.322461313273102,1.2166644082112323,4.583521955636054e-6,1.0869565217391497,0.5980552349839975,0.12318934499363846,288525.1398538538
Reef.11.13,1252,Pacuta,Physiology,Day 2,ATHC,3,Ambient,High,2.160954770573,1.78187291359776,4.70049642527246,-0.37908185697524,6.29058571434119e-6,1.3841752887901189,4.88658457401539e-6,NA,NA,NA,NA,0.5474614396305127,0.12722506825337593,283260.2747019926
Reef.42.43,1253,Pacuta,Physiology,Day 1,ATHC,3,Ambient,High,2.87019850325096,2.34892515179703,4.50612935659458,-0.521273351453936,4.75099552257744e-6,0.3892116383228922,7.872293562698052e-7,NA,NA,NA,NA,0.28967397713829734,0.2033815126470036,494406.9161332172
Reef.42.43,1256,Pacuta,Physiology,6 week,ATHC,3,Ambient,High,2.17669582086015,1.85403566168221,5.74609417662791,-0.322660159177943,7.68981848417601e-6,1.5164808301931616,6.289772398370302e-6,1.0608953441623452,1.2023480567172844,4.40018107741061e-6,0.8823529411765001,0.5198398448720573,0.18290910346796416,241102.65589039217
Reef.42.43,1258,Pacuta,Physiology,1 week,ATHC,3,Ambient,High,2.58801995760133,2.16044168269534,5.05273960228763,-0.427578274905993,7.04891584325245e-6,1.4872605837040571,4.852514558623813e-6,0.5057338673483709,1.1238530385521104,1.6500679040287266e-6,0.4499999999999299,0.5501283966663636,0.17861688392414043,306492.7607606907
