"","Site.Name","Plug_ID","Species","ANALYSIS","Timepoint","Treatment","Tank","Temperature","CO2","Bleaching.Score","Blch.Time"
"36","Reef.35.36",1045,"Pacuta","Physiology","12 week","ATAC",1,"Ambient","Ambient",9.58156408752332,"4 week"
"37","Reef.35.36",1045,"Pacuta","Physiology","12 week","ATAC",1,"Ambient","Ambient",4.08257401903828,"5 week"
"38","Reef.35.36",1045,"Pacuta","Physiology","12 week","ATAC",1,"Ambient","Ambient",5.3980764875489,"6 week"
"39","Reef.35.36",1045,"Pacuta","Physiology","12 week","ATAC",1,"Ambient","Ambient",8.73013944223185,"7 week"
"40","Reef.35.36",1045,"Pacuta","Physiology","12 week","ATAC",1,"Ambient","Ambient",8.44710855203049,"8 week"
"41","Reef.35.36",1045,"Pacuta","Physiology","12 week","ATAC",1,"Ambient","Ambient",15.0099120057629,"9 week"
"42","Reef.35.36",1045,"Pacuta","Physiology","12 week","ATAC",1,"Ambient","Ambient",15.4298953827098,"10 week"
"43","Reef.35.36",1045,"Pacuta","Physiology","12 week","ATAC",1,"Ambient","Ambient",12.6076029187444,"11 week"
"44","Reef.35.36",1045,"Pacuta","Physiology","12 week","ATAC",1,"Ambient","Ambient",8.71862075613386,"12 week"
"45","Reef.35.36",1046,"Pacuta","Physiology","4 week","ATAC",1,"Ambient","Ambient",-5.50089146947483,"1 week"
"46","Reef.35.36",1046,"Pacuta","Physiology","4 week","ATAC",1,"Ambient","Ambient",-20.8574979898267,"2 week"
"47","Reef.35.36",1046,"Pacuta","Physiology","4 week","ATAC",1,"Ambient","Ambient",7.27608708088154,"3 week"
"48","Reef.35.36",1046,"Pacuta","Physiology","4 week","ATAC",1,"Ambient","Ambient",-4.16492583136407,"4 week"
"49","HIMB",2862,"Mcapitata","Molecular","6 week","ATHC",11,"Ambient","High",15.5247087398649,"1 week"
"50","HIMB",2862,"Mcapitata","Molecular","6 week","ATHC",11,"Ambient","High",2.34557829916291,"2 week"
"51","HIMB",2862,"Mcapitata","Molecular","6 week","ATHC",11,"Ambient","High",11.3432654927649,"4 week"
"52","HIMB",2862,"Mcapitata","Molecular","6 week","ATHC",11,"Ambient","High",5.62082645254571,"5 week"
"53","HIMB",2862,"Mcapitata","Molecular","6 week","ATHC",11,"Ambient","High",15.6936630918445,"6 week"
"54","Reef.35.36",1048,"Pacuta","Physiology","6 week","ATAC",1,"Ambient","Ambient",8.29383935156372,"1 week"
"55","Reef.35.36",1048,"Pacuta","Physiology","6 week","ATAC",1,"Ambient","Ambient",-2.47244195340742,"2 week"
"56","Reef.35.36",1048,"Pacuta","Physiology","6 week","ATAC",1,"Ambient","Ambient",-8.77242251806132,"3 week"
"57","Reef.35.36",1048,"Pacuta","Physiology","6 week","ATAC",1,"Ambient","Ambient",6.53362537001943,"4 week"
"58","Reef.35.36",1048,"Pacuta","Physiology","6 week","ATAC",1,"Ambient","Ambient",11.4879590279396,"5 week"
"59","Reef.35.36",1048,"Pacuta","Physiology","6 week","ATAC",1,"Ambient","Ambient",13.1573461719095,"6 week"
"60","Reef.35.36",1260,"Mcapitata","Molecular","4 week","ATHC",3,"Ambient","High",7.28817252605533,"2 week"
"61","Reef.35.36",1260,"Mcapitata","Molecular","4 week","ATHC",3,"Ambient","High",12.6431536464793,"3 week"
"62","Reef.35.36",1260,"Mcapitata","Molecular","4 week","ATHC",3,"Ambient","High",5.33653846091607,"4 week"
"64","Lilipuna.Fringe",1052,"Mcapitata","Physiology","12 week","ATAC",1,"Ambient","Ambient",12.7281304368274,"1 week"
"65","Lilipuna.Fringe",1052,"Mcapitata","Physiology","12 week","ATAC",1,"Ambient","Ambient",14.6787801973344,"2 week"
"66","Lilipuna.Fringe",1052,"Mcapitata","Physiology","12 week","ATAC",1,"Ambient","Ambient",14.6850240374286,"3 week"
"67","Lilipuna.Fringe",1052,"Mcapitata","Physiology","12 week","ATAC",1,"Ambient","Ambient",10.3290384965311,"4 week"
"68","Lilipuna.Fringe",1052,"Mcapitata","Physiology","12 week","ATAC",1,"Ambient","Ambient",-2.31817907584462,"5 week"
"69","Lilipuna.Fringe",1052,"Mcapitata","Physiology","12 week","ATAC",1,"Ambient","Ambient",8.80753339036368,"6 week"
"70","Lilipuna.Fringe",1052,"Mcapitata","Physiology","12 week","ATAC",1,"Ambient","Ambient",12.2980815670397,"7 week"
"71","Lilipuna.Fringe",1052,"Mcapitata","Physiology","12 week","ATAC",1,"Ambient","Ambient",4.82854266367736,"8 week"
"72","Lilipuna.Fringe",1052,"Mcapitata","Physiology","12 week","ATAC",1,"Ambient","Ambient",12.6641798984804,"9 week"
"73","Lilipuna.Fringe",1052,"Mcapitata","Physiology","12 week","ATAC",1,"Ambient","Ambient",13.1176544675906,"10 week"
"74","Lilipuna.Fringe",1052,"Mcapitata","Physiology","12 week","ATAC",1,"Ambient","Ambient",11.9272612489338,"11 week"
"75","Lilipuna.Fringe",1052,"Mcapitata","Physiology","12 week","ATAC",1,"Ambient","Ambient",10.8600164874336,"12 week"
"76","Reef.11.13",1053,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",13.7875733958104,"1 week"
"77","Reef.11.13",1053,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",14.4607605745035,"2 week"
"78","Reef.11.13",1053,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",14.5320888829609,"3 week"
"79","Reef.11.13",1053,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",10.5224732082485,"4 week"
"80","Reef.11.13",1053,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",1.81918081916806,"5 week"
"81","Reef.11.13",1053,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",8.74934887335186,"6 week"
"82","Reef.11.13",1053,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",12.2884902420876,"7 week"
"83","Reef.11.13",1053,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",7.73337323332357,"8 week"
"84","Reef.11.13",1053,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",7.25556798201165,"9 week"
"85","Reef.11.13",1053,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",4.42045633983067,"10 week"
"86","Reef.11.13",1053,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",13.1104484348794,"11 week"
"87","Reef.11.13",1053,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",14.3872132654713,"12 week"
"89","Reef.35.36",1056,"Pacuta","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",11.544978598816,"1 week"
"90","Reef.35.36",1056,"Pacuta","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",13.7416207594441,"2 week"
"91","Reef.35.36",1056,"Pacuta","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",1.441586996097,"3 week"
"92","Reef.35.36",1056,"Pacuta","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",11.2702806130903,"4 week"
"93","Reef.35.36",1056,"Pacuta","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",14.2662384589392,"5 week"
"94","Reef.35.36",1056,"Pacuta","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",13.5882223937875,"6 week"
"95","Reef.35.36",1056,"Pacuta","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",8.33091481772808,"7 week"
"96","Reef.35.36",1056,"Pacuta","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",9.43030428849644,"8 week"
"97","Reef.35.36",1056,"Pacuta","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",9.60823449252832,"9 week"
"98","Reef.35.36",1056,"Pacuta","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",13.9931184072191,"10 week"
"99","Reef.35.36",1056,"Pacuta","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",14.4661565918506,"11 week"
"100","Reef.35.36",1056,"Pacuta","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",13.1500964054411,"12 week"
"101","Reef.11.13",1057,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",10.939719469982,"1 week"
"102","Reef.11.13",1057,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",13.86797839956,"2 week"
"103","Reef.11.13",1057,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",14.5656924672264,"3 week"
"104","Reef.11.13",1057,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",10.9640402703793,"4 week"
"105","Reef.11.13",1057,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",6.73490195813356,"5 week"
"106","Reef.11.13",1057,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",11.0907899384087,"6 week"
"107","Reef.11.13",1057,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",11.1385179296436,"7 week"
"108","Reef.11.13",1057,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",13.7206036678041,"8 week"
"109","Reef.11.13",1057,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",9.56435219233615,"9 week"
"110","Reef.11.13",1057,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",12.0858833714722,"10 week"
"111","Reef.11.13",1057,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",11.0444236547733,"11 week"
"112","Reef.11.13",1057,"Mcapitata","Molecular BB","12 week","ATAC",1,"Ambient","Ambient",14.751169557097,"12 week"
"113","HIMB",1131,"Pacuta","Molecular","6 week","HTHC",2,"High","High",7.03157837313631,"1 week"
"114","HIMB",1131,"Pacuta","Molecular","6 week","HTHC",2,"High","High",9.85097308815709,"2 week"
"115","HIMB",1131,"Pacuta","Molecular","6 week","HTHC",2,"High","High",-7.61440241625149,"3 week"
"116","HIMB",1131,"Pacuta","Molecular","6 week","HTHC",2,"High","High",15.0804848318259,"4 week"
"117","HIMB",1131,"Pacuta","Molecular","6 week","HTHC",2,"High","High",-27.4726100248324,"5 week"
"118","HIMB",1131,"Pacuta","Molecular","6 week","HTHC",2,"High","High",-45.1903933036707,"6 week"
"119","Lilipuna.Fringe",1732,"Pacuta","Molecular","8 week","HTHC",10,"High","High",12.2493943230851,"1 week"
"120","Lilipuna.Fringe",1732,"Pacuta","Molecular","8 week","HTHC",10,"High","High",11.9473924780816,"2 week"
"121","Lilipuna.Fringe",1732,"Pacuta","Molecular","8 week","HTHC",10,"High","High",-12.2126184336785,"4 week"
"122","Lilipuna.Fringe",1732,"Pacuta","Molecular","8 week","HTHC",10,"High","High",-61.5847192903284,"5 week"
"123","Lilipuna.Fringe",1732,"Pacuta","Molecular","8 week","HTHC",10,"High","High",-50.0124362866361,"6 week"
"124","Lilipuna.Fringe",1732,"Pacuta","Molecular","8 week","HTHC",10,"High","High",-58.8955716132518,"7 week"
"125","Lilipuna.Fringe",1732,"Pacuta","Molecular","8 week","HTHC",10,"High","High",-40.8875797062426,"8 week"
"128","Lilipuna.Fringe",1063,"Mcapitata","Physiology","16 week","ATAC",1,"Ambient","Ambient",12.3169442476701,"1 week"
"129","Lilipuna.Fringe",1063,"Mcapitata","Physiology","16 week","ATAC",1,"Ambient","Ambient",8.4627680637068,"2 week"
"130","Lilipuna.Fringe",1063,"Mcapitata","Physiology","16 week","ATAC",1,"Ambient","Ambient",11.8047831904118,"3 week"
"131","Lilipuna.Fringe",1063,"Mcapitata","Physiology","16 week","ATAC",1,"Ambient","Ambient",0.472747335082141,"4 week"
"132","Lilipuna.Fringe",1063,"Mcapitata","Physiology","16 week","ATAC",1,"Ambient","Ambient",5.9176667404569,"5 week"
"133","Lilipuna.Fringe",1063,"Mcapitata","Physiology","16 week","ATAC",1,"Ambient","Ambient",6.73702724999676,"6 week"
"134","Lilipuna.Fringe",1063,"Mcapitata","Physiology","16 week","ATAC",1,"Ambient","Ambient",6.12674234617321,"7 week"
"135","Lilipuna.Fringe",1063,"Mcapitata","Physiology","16 week","ATAC",1,"Ambient","Ambient",13.9015488501282,"8 week"
"136","Lilipuna.Fringe",1063,"Mcapitata","Physiology","16 week","ATAC",1,"Ambient","Ambient",2.58891415774596,"9 week"
"137","Lilipuna.Fringe",1063,"Mcapitata","Physiology","16 week","ATAC",1,"Ambient","Ambient",12.7688888136795,"10 week"
"138","Lilipuna.Fringe",1063,"Mcapitata","Physiology","16 week","ATAC",1,"Ambient","Ambient",-0.495890254200066,"11 week"
"139","Lilipuna.Fringe",1063,"Mcapitata","Physiology","16 week","ATAC",1,"Ambient","Ambient",9.0515863622405,"12 week"
"140","Lilipuna.Fringe",1063,"Mcapitata","Physiology","16 week","ATAC",1,"Ambient","Ambient",15.1019120989553,"13 week"
"141","Lilipuna.Fringe",1063,"Mcapitata","Physiology","16 week","ATAC",1,"Ambient","Ambient",14.8638976288436,"14 week"
"142","Lilipuna.Fringe",1063,"Mcapitata","Physiology","16 week","ATAC",1,"Ambient","Ambient",14.4397498867558,"15 week"
"143","Lilipuna.Fringe",1063,"Mcapitata","Physiology","16 week","ATAC",1,"Ambient","Ambient",14.4285387909189,"16 week"
"144","Reef.18",1065,"Mcapitata","Physiology","6 week","ATAC",1,"Ambient","Ambient",13.293764185614,"1 week"
"145","Reef.18",1065,"Mcapitata","Physiology","6 week","ATAC",1,"Ambient","Ambient",14.8964484717636,"2 week"
"146","Reef.18",1065,"Mcapitata","Physiology","6 week","ATAC",1,"Ambient","Ambient",15.4576565418674,"3 week"
"147","Reef.18",1065,"Mcapitata","Physiology","6 week","ATAC",1,"Ambient","Ambient",14.2724214192059,"4 week"
"148","Reef.18",1065,"Mcapitata","Physiology","6 week","ATAC",1,"Ambient","Ambient",12.0332913386726,"5 week"
"149","Reef.18",1065,"Mcapitata","Physiology","6 week","ATAC",1,"Ambient","Ambient",8.97527462428059,"6 week"
"152","Lilipuna.Fringe",1071,"Mcapitata","Molecular BB","12 week","HTHC",2,"High","High",12.2247000218773,"1 week"
"153","Lilipuna.Fringe",1071,"Mcapitata","Molecular BB","12 week","HTHC",2,"High","High",13.1547528454362,"2 week"
"154","Lilipuna.Fringe",1071,"Mcapitata","Molecular BB","12 week","HTHC",2,"High","High",14.3368461693267,"3 week"
"155","Lilipuna.Fringe",1071,"Mcapitata","Molecular BB","12 week","HTHC",2,"High","High",4.56727349373399,"4 week"
"156","Lilipuna.Fringe",1071,"Mcapitata","Molecular BB","12 week","HTHC",2,"High","High",8.80101973929353,"5 week"
"157","Lilipuna.Fringe",1071,"Mcapitata","Molecular BB","12 week","HTHC",2,"High","High",-10.2495138729737,"6 week"
"158","Lilipuna.Fringe",1071,"Mcapitata","Molecular BB","12 week","HTHC",2,"High","High",14.1980774450943,"7 week"
"159","Lilipuna.Fringe",1071,"Mcapitata","Molecular BB","12 week","HTHC",2,"High","High",11.9387664803999,"8 week"
"160","Lilipuna.Fringe",1071,"Mcapitata","Molecular BB","12 week","HTHC",2,"High","High",10.5178460213731,"9 week"
"161","Lilipuna.Fringe",1071,"Mcapitata","Molecular BB","12 week","HTHC",2,"High","High",9.69290429128862,"10 week"
"162","Lilipuna.Fringe",1071,"Mcapitata","Molecular BB","12 week","HTHC",2,"High","High",12.7799804517852,"11 week"
"163","Lilipuna.Fringe",1071,"Mcapitata","Molecular BB","12 week","HTHC",2,"High","High",6.8019789159671,"12 week"
"165","Lilipuna.Fringe",1075,"Pacuta","Physiology","16 week","ATAC",1,"Ambient","Ambient",7.73327966267531,"2 week"
"166","Lilipuna.Fringe",1075,"Pacuta","Physiology","16 week","ATAC",1,"Ambient","Ambient",1.24040916090822,"3 week"
"167","Lilipuna.Fringe",1075,"Pacuta","Physiology","16 week","ATAC",1,"Ambient","Ambient",7.61821256841137,"4 week"
"168","Lilipuna.Fringe",1075,"Pacuta","Physiology","16 week","ATAC",1,"Ambient","Ambient",11.7373457677145,"5 week"
"169","Lilipuna.Fringe",1075,"Pacuta","Physiology","16 week","ATAC",1,"Ambient","Ambient",15.0496679080004,"6 week"
"170","Lilipuna.Fringe",1075,"Pacuta","Physiology","16 week","ATAC",1,"Ambient","Ambient",12.5214446922107,"7 week"
"171","Lilipuna.Fringe",1075,"Pacuta","Physiology","16 week","ATAC",1,"Ambient","Ambient",12.1882766858064,"8 week"
"172","Lilipuna.Fringe",1075,"Pacuta","Physiology","16 week","ATAC",1,"Ambient","Ambient",7.55027383824,"9 week"
"173","Lilipuna.Fringe",1075,"Pacuta","Physiology","16 week","ATAC",1,"Ambient","Ambient",11.6878087767805,"10 week"
"174","Lilipuna.Fringe",1075,"Pacuta","Physiology","16 week","ATAC",1,"Ambient","Ambient",14.9979167910295,"11 week"
"175","Lilipuna.Fringe",1075,"Pacuta","Physiology","16 week","ATAC",1,"Ambient","Ambient",10.9559916474542,"12 week"
"176","Lilipuna.Fringe",1075,"Pacuta","Physiology","16 week","ATAC",1,"Ambient","Ambient",12.0405908497238,"13 week"
"177","Lilipuna.Fringe",1075,"Pacuta","Physiology","16 week","ATAC",1,"Ambient","Ambient",6.75064817434848,"14 week"
"178","Lilipuna.Fringe",1075,"Pacuta","Physiology","16 week","ATAC",1,"Ambient","Ambient",6.38006520415365,"15 week"
"179","Lilipuna.Fringe",1075,"Pacuta","Physiology","16 week","ATAC",1,"Ambient","Ambient",5.12097357495225,"16 week"
"180","Reef.18",2550,"Pacuta","Molecular","8 week","ATHC",12,"Ambient","High",14.6442948972928,"1 week"
"181","Reef.18",2550,"Pacuta","Molecular","8 week","ATHC",12,"Ambient","High",7.91130927696319,"2 week"
"182","Reef.18",2550,"Pacuta","Molecular","8 week","ATHC",12,"Ambient","High",9.28215270206056,"3 week"
"183","Reef.18",2550,"Pacuta","Molecular","8 week","ATHC",12,"Ambient","High",9.17646323981553,"4 week"
"184","Reef.18",2550,"Pacuta","Molecular","8 week","ATHC",12,"Ambient","High",-4.90799137878626,"5 week"
"185","Reef.18",2550,"Pacuta","Molecular","8 week","ATHC",12,"Ambient","High",15.0762387275953,"6 week"
"186","Reef.18",2550,"Pacuta","Molecular","8 week","ATHC",12,"Ambient","High",13.2365949328615,"7 week"
"187","Reef.18",2550,"Pacuta","Molecular","8 week","ATHC",12,"Ambient","High",15.1549874336612,"8 week"
"189","Reef.42.43",1765,"Pacuta","Molecular","4 week","HTAC",7,"High","Ambient",12.2534149530258,"2 week"
"190","Reef.42.43",1765,"Pacuta","Molecular","4 week","HTAC",7,"High","Ambient",5.17307921200401,"3 week"
"191","Reef.42.43",1765,"Pacuta","Molecular","4 week","HTAC",7,"High","Ambient",-6.36601879811097,"4 week"
"194","Reef.35.36",1536,"Pacuta","Molecular","8 week","HTAC",7,"High","Ambient",5.33998173047151,"2 week"
"195","Reef.35.36",1536,"Pacuta","Molecular","8 week","HTAC",7,"High","Ambient",-0.41744807862594,"3 week"
"196","Reef.35.36",1536,"Pacuta","Molecular","8 week","HTAC",7,"High","Ambient",15.0795922623815,"4 week"
"197","Reef.35.36",1536,"Pacuta","Molecular","8 week","HTAC",7,"High","Ambient",6.1653648497729,"5 week"
"198","Reef.35.36",1536,"Pacuta","Molecular","8 week","HTAC",7,"High","Ambient",-19.7723194066504,"6 week"
"199","Reef.35.36",1536,"Pacuta","Molecular","8 week","HTAC",7,"High","Ambient",-9.49499989676568,"7 week"
"200","Reef.35.36",1536,"Pacuta","Molecular","8 week","HTAC",7,"High","Ambient",11.9450999287792,"8 week"
"202","Reef.35.36",1084,"Pacuta","Physiology","8 week","ATAC",1,"Ambient","Ambient",13.2039534538904,"1 week"
"203","Reef.35.36",1084,"Pacuta","Physiology","8 week","ATAC",1,"Ambient","Ambient",14.8842189545721,"2 week"
"204","Reef.35.36",1084,"Pacuta","Physiology","8 week","ATAC",1,"Ambient","Ambient",11.1185081879808,"3 week"
"205","Reef.35.36",1084,"Pacuta","Physiology","8 week","ATAC",1,"Ambient","Ambient",15.4288456276207,"4 week"
"206","Reef.35.36",1084,"Pacuta","Physiology","8 week","ATAC",1,"Ambient","Ambient",14.4441154195437,"5 week"
"207","Reef.35.36",1084,"Pacuta","Physiology","8 week","ATAC",1,"Ambient","Ambient",4.67952873512634,"6 week"
"208","Reef.35.36",1084,"Pacuta","Physiology","8 week","ATAC",1,"Ambient","Ambient",15.545573875154,"7 week"
"209","Reef.35.36",1084,"Pacuta","Physiology","8 week","ATAC",1,"Ambient","Ambient",13.4655356983977,"8 week"
"210","Reef.11.13",1085,"Mcapitata","Physiology","4 week","HTHC",2,"High","High",15.7234273507857,"1 week"
"211","Reef.11.13",1085,"Mcapitata","Physiology","4 week","HTHC",2,"High","High",9.63820212798306,"2 week"
"212","Reef.11.13",1085,"Mcapitata","Physiology","4 week","HTHC",2,"High","High",11.8434993049532,"3 week"
"213","Reef.11.13",1085,"Mcapitata","Physiology","4 week","HTHC",2,"High","High",13.8612901673393,"4 week"
"214","Reef.11.13",1086,"Pacuta","Physiology","8 week","ATAC",1,"Ambient","Ambient",3.7609168248531,"1 week"
"215","Reef.11.13",1086,"Pacuta","Physiology","8 week","ATAC",1,"Ambient","Ambient",10.732244764808,"2 week"
"216","Reef.11.13",1086,"Pacuta","Physiology","8 week","ATAC",1,"Ambient","Ambient",6.87541318618775,"3 week"
"217","Reef.11.13",1086,"Pacuta","Physiology","8 week","ATAC",1,"Ambient","Ambient",8.12459302808755,"4 week"
"218","Reef.11.13",1086,"Pacuta","Physiology","8 week","ATAC",1,"Ambient","Ambient",11.4443716639069,"5 week"
"219","Reef.11.13",1086,"Pacuta","Physiology","8 week","ATAC",1,"Ambient","Ambient",11.1332940186225,"6 week"
"220","Reef.11.13",1086,"Pacuta","Physiology","8 week","ATAC",1,"Ambient","Ambient",6.71228922647444,"7 week"
"221","Reef.11.13",1086,"Pacuta","Physiology","8 week","ATAC",1,"Ambient","Ambient",14.9279427897399,"8 week"
"234","Reef.35.36",1088,"Pacuta","Physiology","6 week","ATAC",1,"Ambient","Ambient",13.0652361167706,"1 week"
"235","Reef.35.36",1088,"Pacuta","Physiology","6 week","ATAC",1,"Ambient","Ambient",11.9670799621155,"2 week"
"236","Reef.35.36",1088,"Pacuta","Physiology","6 week","ATAC",1,"Ambient","Ambient",-1.53720472729344,"3 week"
"237","Reef.35.36",1088,"Pacuta","Physiology","6 week","ATAC",1,"Ambient","Ambient",13.7644995886301,"4 week"
"238","Reef.35.36",1088,"Pacuta","Physiology","6 week","ATAC",1,"Ambient","Ambient",12.9210074311501,"5 week"
"239","Reef.35.36",1088,"Pacuta","Physiology","6 week","ATAC",1,"Ambient","Ambient",10.8136581022383,"6 week"
"240","Reef.42.43",1238,"Pacuta","Molecular","8 week","HTHC",2,"High","High",5.77384748745326,"1 week"
"241","Reef.42.43",1238,"Pacuta","Molecular","8 week","HTHC",2,"High","High",-12.4497888617838,"2 week"
"242","Reef.42.43",1238,"Pacuta","Molecular","8 week","HTHC",2,"High","High",2.32149492108532,"3 week"
"243","Reef.42.43",1238,"Pacuta","Molecular","8 week","HTHC",2,"High","High",11.929066919022,"4 week"
"244","Reef.42.43",1238,"Pacuta","Molecular","8 week","HTHC",2,"High","High",4.21241065301729,"5 week"
"245","Reef.42.43",1238,"Pacuta","Molecular","8 week","HTHC",2,"High","High",-15.6132191160232,"6 week"
"246","Reef.42.43",1238,"Pacuta","Molecular","8 week","HTHC",2,"High","High",-72.4632204620817,"7 week"
"247","Reef.42.43",1238,"Pacuta","Molecular","8 week","HTHC",2,"High","High",-59.7102504198628,"8 week"
