Plug_ID,Squares_Counted,rep,count,count.mean,Species,Tank,Group,Treatment,Temperature,CO2,Timepoint,ANALYSIS,Sample.Date,vol_mL,surface.area.cm2,cells.mL,cells,haemo.cells.cm2
1063,9,Count1,132,163.62962962962962,Montipora capitata,1,ATAC 16 week,ATAC,Ambient,Ambient,16 week,Physiology,20190112,20,12.9057215678962,181810.69958847735,3636213.991769547,281752.0874473892
1065,6,Count1,153,163.62962962962962,Montipora capitata,1,ATAC 6 week,ATAC,Ambient,Ambient,6 week,Physiology,20181103,38,26.1195822644555,272716.049382716,10363209.876543209,396760.1691182424
1066,4,Count1,212,163.62962962962962,Montipora capitata,1,ATAC Day 1,ATAC,Ambient,Ambient,Day 1,Physiology,20180922,24,29.4129793090433,409074.07407407404,9817777.777777776,333790.6600559572
1067,9,Count1,254,163.62962962962962,Montipora capitata,1,ATAC 1 week,ATAC,Ambient,Ambient,1 week,Physiology,20180929,50,28.6522761873314,181810.69958847735,9090534.979423868,317270.9532739757
1075,2,Count1,265,163.62962962962962,Pocillopora acuta,1,ATAC 16 week,ATAC,Ambient,Ambient,16 week,Physiology,20190112,10,23.6271608597878,818148.1481481481,8181481.481481481,346274.42247646174
1077,2,Count1,198,163.62962962962962,Pocillopora acuta,1,ATAC Day 2,ATAC,Ambient,Ambient,Day 2,Physiology,20180923,12.5,29.8515022850889,818148.1481481481,10226851.85185185,342590.86039231793
1080,4,Count1,223,163.62962962962962,Pocillopora acuta,1,ATAC 2 week,ATAC,Ambient,Ambient,2 week,Physiology,20181006,37.5,29.6859374880105,409074.07407407404,15340277.777777776,516752.34389930853
1084,1,Count1,296,163.62962962962962,Pocillopora acuta,1,ATAC 8 week,ATAC,Ambient,Ambient,8 week,Physiology,20181117,15,47.4550674663501,1636296.2962962962,24544444.444444444,517214.40416976874
1085,9,Count1,143,163.62962962962962,Montipora capitata,2,HTHC 4 week,HTHC,High,High,4 week,Physiology,20181020,43.5,25.8824218794512,181810.69958847735,7908765.432098765,305565.1232691544
1086,3,Count1,204,163.62962962962962,Pocillopora acuta,1,ATAC 8 week,ATAC,Ambient,Ambient,8 week,Physiology,20181117,17.5,39.0783836790291,545432.098765432,9545061.72839506,244254.26104604453
1088,3,Count1,160,163.62962962962962,Pocillopora acuta,1,ATAC 6 week,ATAC,Ambient,Ambient,6 week,Physiology,20181103,17.5,18.0740280712914,545432.098765432,9545061.72839506,528109.2676599488
1091,6,Count1,192,163.62962962962962,Montipora capitata,2,HTHC 8 week,HTHC,High,High,8 week,Physiology,20181117,19.5,18.1098258652543,272716.049382716,5317962.962962962,293650.6956240844
1092,9,Count1,140,163.62962962962962,Montipora capitata,2,HTHC 4 week,HTHC,High,High,4 week,Physiology,20181020,37.5,15.375769351337,181810.69958847735,6817901.2345679,443418.54243378394
1094,4,Count1,157,163.62962962962962,Pocillopora acuta,2,HTHC 2 week,HTHC,High,High,2 week,Physiology,20181006,12.5,13.4382137530945,409074.07407407404,5113425.925925925,380513.8108290937
1098,4,Count1,119,163.62962962962962,Pocillopora acuta,2,HTHC Day 1,HTHC,High,High,Day 1,Physiology,20180922,22.5,19.0718915780075,409074.07407407404,9204166.666666666,482603.7642370162
1099,9,Count1,169,163.62962962962962,Montipora capitata,1,ATAC 2 week,ATAC,Ambient,Ambient,2 week,Physiology,20181006,13,9.8673838052942,181810.69958847735,2363539.0946502057,239530.47142871685
1100,4,Count1,204,163.62962962962962,Pocillopora acuta,1,ATAC Day 1,ATAC,Ambient,Ambient,Day 1,Physiology,20180922,19.5,16.3423097883356,409074.07407407404,7976944.444444444,488116.0954455792
1102,9,Count1,258,163.62962962962962,Montipora capitata,1,ATAC 16 week,ATAC,Ambient,Ambient,16 week,Physiology,20190112,17.5,10.8741967605011,181810.69958847735,3181687.2427983535,292590.55292758346
1104,9,Count1,158,163.62962962962962,Montipora capitata,1,ATAC Day 2,ATAC,Ambient,Ambient,Day 2,Physiology,20180923,46,22.5398028681645,181810.69958847735,8363292.181069958,371045.4891725063
1111,3,Count1,148,163.62962962962962,Pocillopora acuta,1,ATAC 16 week,ATAC,Ambient,Ambient,16 week,Physiology,20190112,16,13.2860731287521,545432.098765432,8726913.580246912,656846.7218023352
1116,3,Count1,146,163.62962962962962,Pocillopora acuta,1,ATAC Day 1,ATAC,Ambient,Ambient,Day 1,Physiology,20180922,32,27.9273708595825,545432.098765432,17453827.160493825,624972.0837758357
1117,9,Count1,142,163.62962962962962,Montipora capitata,1,ATAC 2 week,ATAC,Ambient,Ambient,2 week,Physiology,20181006,52.5,15.9977560214426,181810.69958847735,9545061.728395062,596650.0373928277
1118,6,Count1,170,163.62962962962962,Pocillopora acuta,1,ATAC 1 week,ATAC,Ambient,Ambient,1 week,Physiology,20180929,17,15.9306351577621,272716.049382716,4636172.839506173,291022.47296443966
1122,6,Count1,189,163.62962962962962,Montipora capitata,2,HTHC 2 week,HTHC,High,High,2 week,Physiology,20181006,40,19.8907661149091,272716.049382716,10908641.97530864,548427.4417731996
1127,4,Count1,172,163.62962962962962,Montipora capitata,2,HTHC 1 week,HTHC,High,High,1 week,Physiology,20180929,27,13.9035850746123,409074.07407407404,11045000,794399.425811978
1130,4,Count1,139,163.62962962962962,Pocillopora acuta,2,HTHC 6 week,HTHC,High,High,6 week,Physiology,20181103,15,22.1549765830632,409074.07407407404,6136111.111111111,276963.1052466099
1133,9,Count1,146,163.62962962962962,Montipora capitata,2,HTHC 6 week,HTHC,High,High,6 week,Physiology,20181103,27.5,13.3666181651687,181810.69958847735,4999794.238683127,374050.80154917587
1135,9,Count1,242,163.62962962962962,Montipora capitata,2,HTHC 16 week,HTHC,High,High,16 week,Physiology,20190112,19,8.20726111026423,181810.69958847735,3454403.2921810695,420895.9902422132
1136,7,Count1,130,163.62962962962962,Montipora capitata,3,ATHC 6 week,ATHC,Ambient,High,6 week,Physiology,20181103,32.5,16.0559274366323,233756.61375661375,7597089.947089947,473164.19291711884
1142,6,Count1,221,163.62962962962962,Montipora capitata,3,ATHC 12 week,ATHC,Ambient,High,12 week,Physiology,20181215,24.5,20.714115376056,272716.049382716,6681543.209876542,322559.91089051845
1146,6,Count1,137,163.62962962962962,Montipora capitata,3,ATHC Day 1,ATHC,Ambient,High,Day 1,Physiology,20180922,82.5,34.5857605366838,272716.049382716,22499074.07407407,650529.978955072
1149,4,Count1,199,163.62962962962962,Pocillopora acuta,3,ATHC 16 week,ATHC,Ambient,High,16 week,Physiology,20190112,27,22.4861061772201,409074.07407407404,11045000,491192.20166225615
1156,6,Count1,80,163.62962962962962,Pocillopora acuta,3,ATHC 2 week,ATHC,Ambient,High,2 week,Physiology,20181006,12.5,13.5948291016823,272716.049382716,3408950.61728395,250753.47338217788
1162,4,Count1,51,163.62962962962962,Montipora capitata,2,HTHC 6 week,HTHC,High,High,6 week,Physiology,20181103,55,12.7759545647807,409074.07407407404,22499074.07407407,1761048.3788113152
1163,9,Count1,203,163.62962962962962,Montipora capitata,2,HTHC Day 1,HTHC,High,High,Day 1,Physiology,20180922,32.5,18.5841466352629,181810.69958847735,5908847.736625514,317950.9854605667
1165,2,Count1,157,163.62962962962962,Pocillopora acuta,2,HTHC 2 week,HTHC,High,High,2 week,Physiology,20181006,12,16.4183801005068,818148.1481481481,9817777.777777776,597974.8134515855
1166,7,Count1,120,163.62962962962962,Montipora capitata,1,ATAC 8 week,ATAC,Ambient,Ambient,8 week,Physiology,20181117,42.5,15.9753824002158,233756.61375661375,9934656.084656084,621872.818801626
1170,3,Count1,147,163.62962962962962,Pocillopora acuta,2,HTHC 6 week,HTHC,High,High,6 week,Physiology,20181103,46,61.783134500005,545432.098765432,25089876.543209873,406095.88273977657
1171,9,Count1,121,163.62962962962962,Montipora capitata,2,HTHC 2 week,HTHC,High,High,2 week,Physiology,20181006,33,15.3936682483185,181810.69958847735,5999753.086419753,389754.60492174275
1175,9,Count1,135,163.62962962962962,Montipora capitata,3,ATHC Day 1,ATHC,Ambient,High,Day 1,Physiology,20180922,21,13.124983055919,181810.69958847735,3818024.6913580243,290897.49488371355
1180,3,Count1,192,163.62962962962962,Pocillopora acuta,3,ATHC Day 2,ATHC,Ambient,High,Day 2,Physiology,20180923,18,26.8534370406952,545432.098765432,9817777.777777776,365606.0027958196
1181,3,Count1,188,163.62962962962962,Pocillopora acuta,1,ATAC 4 week,ATAC,Ambient,Ambient,4 week,Physiology,20181020,22.5,33.9816727635597,545432.098765432,12272222.22222222,361142.38129508315
1182,3,Count1,232,163.62962962962962,Montipora capitata,2,HTHC Day 2,HTHC,High,High,Day 2,Physiology,20180923,20,41.1591304531232,545432.098765432,10908641.97530864,265035.7734775925
1185,6,Count1,187,163.62962962962962,Montipora capitata,2,HTHC 12 week,HTHC,High,High,12 week,Physiology,20181215,18,20.1592495696309,272716.049382716,4908888.888888888,243505.5368471618
1187,2,Count1,274,163.62962962962962,Pocillopora acuta,1,ATAC Day 2,ATAC,Ambient,Ambient,Day 2,Physiology,20180923,14,39.901732940176,818148.1481481481,11454074.074074073,287057.0581795777
1188,6,Count1,37,163.62962962962962,Pocillopora acuta,2,HTHC Day 2,HTHC,High,High,Day 2,Physiology,20180923,17,11.6259504337222,272716.049382716,4636172.839506173,398777.96365435224
1189,4,Count1,168,163.62962962962962,Montipora capitata,1,ATAC 1 week,ATAC,Ambient,Ambient,1 week,Physiology,20180929,38.5,21.9894117859847,409074.07407407404,15749351.85185185,716224.3358364842
1194,4,Count1,141,163.62962962962962,Pocillopora acuta,3,ATHC 4 week,ATHC,Ambient,High,4 week,Physiology,20181020,52,62.915239734082,409074.07407407404,21271851.85185185,338103.3266623414
1197,6,Count1,178,163.62962962962962,Montipora capitata,2,HTHC Day 2,HTHC,High,High,Day 2,Physiology,20180923,15.5,5.43740680238405,272716.049382716,4227098.765432098,777410.7987614081
1208,3,Count1,109,163.62962962962962,Montipora capitata,3,ATHC 12 week,ATHC,Ambient,High,12 week,Physiology,20181215,67,21.3718998401245,545432.098765432,36543950.61728395,1709906.50764116
1210,9,Count1,66,163.62962962962962,Montipora capitata,1,ATAC 12 week,ATAC,Ambient,Ambient,12 week,Physiology,20181215,60,21.0720933156852,181810.69958847735,10908641.975308642,517681.9318272806
1211,2,Count1,230,163.62962962962962,Pocillopora acuta,3,ATHC Day 1,ATHC,Ambient,High,Day 1,Physiology,20180922,13,37.8075619933457,818148.1481481481,10635925.925925925,281317.4234243905
1213,3,Count1,173,163.62962962962962,Pocillopora acuta,2,HTHC Day 1,HTHC,High,High,Day 1,Physiology,20180922,16,16.1275230245582,545432.098765432,8726913.580246912,541119.2758465138
1214,3,Count1,238,163.62962962962962,Pocillopora acuta,3,ATHC 8 week,ATHC,Ambient,High,8 week,Physiology,20181117,39,48.5513749064643,545432.098765432,21271851.851851847,438130.78193630395
1215,3,Count1,176,163.62962962962962,Pocillopora acuta,3,ATHC 12 week,ATHC,Ambient,High,12 week,Physiology,20181215,18,15.6800506000218,545432.098765432,9817777.777777776,626131.7662944357
1216,4,Count1,116,163.62962962962962,Montipora capitata,3,ATHC 2 week,ATHC,Ambient,High,2 week,Physiology,20181006,28,12.6059150434569,409074.07407407404,11454074.074074073,908626.9449371952
1217,5,Count1,121,163.62962962962962,Pocillopora acuta,3,ATHC 4 week,ATHC,Ambient,High,4 week,Physiology,20181020,30,30.6166801310461,327259.2592592592,9817777.777777776,320667.6143773765
1222,4,Count1,139,163.62962962962962,Pocillopora acuta,1,ATAC 2 week,ATAC,Ambient,Ambient,2 week,Physiology,20181006,47,54.6772723983673,409074.07407407404,19226481.48148148,351635.70964918134
1224,2,Count1,209,163.62962962962962,Pocillopora acuta,3,ATHC 6 week,ATHC,Ambient,High,6 week,Physiology,20181103,27.5,24.8935078212258,818148.1481481481,22499074.07407407,903812.9232590483
1226,4,Count1,127,163.62962962962962,Montipora capitata,3,ATHC 4 week,ATHC,Ambient,High,4 week,Physiology,20181020,42.5,11.3664164274911,409074.07407407404,17385648.148148146,1529562.8361898463
1228,3,Count1,192,163.62962962962962,Pocillopora acuta,2,HTHC 4 week,HTHC,High,High,4 week,Physiology,20181020,14.5,37.7762389236282,545432.098765432,7908765.432098764,209358.20127799982
1232,6,Count1,162,163.62962962962962,Montipora capitata,4,HTAC Day 1,HTAC,High,Ambient,Day 1,Physiology,20180922,24,27.3322325349491,272716.049382716,6545185.185185185,239467.6386868876
1233,3,Count1,207,163.62962962962962,Pocillopora acuta,2,HTHC 4 week,HTHC,High,High,4 week,Physiology,20181020,13,29.2653134089462,545432.098765432,7090617.283950617,242287.420089035
1234,6,Count1,213,163.62962962962962,Montipora capitata,4,HTAC 2 week,HTAC,High,Ambient,2 week,Physiology,20181006,61,36.1832370922787,272716.049382716,16635679.012345677,459762.04312288127
1240,4,Count1,84,163.62962962962962,Pocillopora acuta,4,HTAC 1 week,HTAC,High,Ambient,1 week,Physiology,20180929,7.5,10.3506540237935,409074.07407407404,3068055.5555555555,296411.7579916093
1241,9,Count1,56,163.62962962962962,Montipora capitata,4,HTAC 12 week,HTAC,High,Ambient,12 week,Physiology,20181215,26,12.3777041069433,181810.69958847735,4727078.189300411,381902.6653455665
1242,9,Count1,132,163.62962962962962,Montipora capitata,4,HTAC Day 2,HTAC,High,Ambient,Day 2,Physiology,20180923,50,22.6919434925068,181810.69958847735,9090534.979423868,400606.2760744001
1243,9,Count1,214,163.62962962962962,Montipora capitata,4,HTAC 2 week,HTAC,High,Ambient,2 week,Physiology,20181006,33,19.1166388204612,181810.69958847735,5999753.086419753,313849.7903720401
1247,3,Count1,261,163.62962962962962,Pocillopora acuta,3,ATHC 12 week,ATHC,Ambient,High,12 week,Physiology,20181215,32.5,34.1024903181845,545432.098765432,17726543.20987654,519802.0157614179
1249,3,Count1,208,163.62962962962962,Pocillopora acuta,3,ATHC 8 week,ATHC,Ambient,High,8 week,Physiology,20181117,17.5,33.0822531902416,545432.098765432,9545061.72839506,288525.1398538538
1252,2,Count1,181,163.62962962962962,Pocillopora acuta,3,ATHC Day 2,ATHC,Ambient,High,Day 2,Physiology,20180923,15,43.3248969878793,818148.1481481481,12272222.222222222,283260.2747019926
1253,4,Count1,51,163.62962962962962,Pocillopora acuta,3,ATHC Day 1,ATHC,Ambient,High,Day 1,Physiology,20180922,14.5,11.9973525460874,409074.07407407404,5931574.074074074,494406.9161332172
1256,6,Count1,75,163.62962962962962,Pocillopora acuta,3,ATHC 6 week,ATHC,Ambient,High,6 week,Physiology,20181103,13,14.7045607145325,272716.049382716,3545308.6419753083,241102.65589039217
1258,6,Count1,152,163.62962962962962,Pocillopora acuta,3,ATHC 1 week,ATHC,Ambient,High,1 week,Physiology,20180929,19,16.9061250432515,272716.049382716,5181604.9382716045,306492.7607606907
1264,6,Count1,189,163.62962962962962,Montipora capitata,5,HTHC 4 week,HTHC,High,High,4 week,Physiology,20181020,55,21.2779306309719,272716.049382716,14999382.71604938,704926.7607920697
1265,9,Count1,270,163.62962962962962,Montipora capitata,5,HTHC Day 2,HTHC,High,High,Day 2,Physiology,20180923,53,14.2660377384868,181810.69958847735,9635967.0781893,675448.0294268021
1271,4,Count1,134,163.62962962962962,Pocillopora acuta,4,HTAC Day 2,HTAC,High,Ambient,Day 2,Physiology,20180923,17.5,27.8647247201474,409074.07407407404,7158796.296296296,256912.50741552011
1272,5,Count1,179,163.62962962962962,Montipora capitata,5,HTHC 16 week,HTHC,High,High,16 week,Physiology,20190112,18.5,16.5526218278677,327259.2592592592,6054296.296296296,365760.5640517558
1273,9,Count1,47,163.62962962962962,Montipora capitata,5,HTHC 12 week,HTHC,High,High,12 week,Physiology,20181215,22,10.2298364691687,181810.69958847735,3999835.390946502,390997.0020538889
1281,5,Count1,120,163.62962962962962,Pocillopora acuta,3,ATHC 2 week,ATHC,Ambient,High,2 week,Physiology/Molecular,20181006,42.5,32.1828336169235,327259.2592592592,13908518.518518517,432171.96733120026
1284,5,Count1,286,163.62962962962962,Montipora capitata,4,HTAC 16 week,HTAC,High,Ambient,16 week,Physiology,20190112,27.5,38.4519222846781,327259.2592592592,8999629.629629629,234048.88741324912
1285,9,Count1,59,163.62962962962962,Montipora capitata,4,HTAC 6 week,HTAC,High,Ambient,6 week,Physiology,20181103,44,26.1732789553999,181810.69958847735,7999670.781893004,305642.66691707587
1286,3,Count1,122,163.62962962962962,Montipora capitata,4,HTAC 6 week,HTAC,High,Ambient,6 week,Physiology,20181103,15,40.232862534333,545432.098765432,8181481.48148148,203353.20347886643
1288,4,Count1,188,163.62962962962962,Pocillopora acuta,4,HTAC 6 week,HTAC,High,Ambient,6 week,Physiology,20181103,17,25.3902022124612,409074.07407407404,6954259.259259258,273895.3869318218
1294,4,Count1,84,163.62962962962962,Pocillopora acuta,3,ATHC 1 week,ATHC,Ambient,High,1 week,Physiology,20180929,18,10.0239991538819,409074.07407407404,7363333.333333333,734570.4264631551
1295,5,Count1,195,163.62962962962962,Montipora capitata,3,ATHC 2 week,ATHC,Ambient,High,2 week,Physiology,20181006,59,34.9347890278222,327259.2592592592,19308296.296296295,552695.3742562777
1297,9,Count1,229,163.62962962962962,Montipora capitata,3,ATHC 1 week,ATHC,Ambient,High,1 week,Physiology,20180929,34,14.5658442629262,181810.69958847735,6181563.7860082295,424387.6066794076
1298,2,Count1,173,163.62962962962962,Pocillopora acuta,4,HTAC 6 week,HTAC,High,Ambient,6 week,Physiology,20181103,17,54.453536186099,818148.1481481481,13908518.518518517,255419.93215987153
1299,6,Count1,166,163.62962962962962,Montipora capitata,4,HTAC Day 2,HTAC,High,Ambient,Day 2,Physiology,20180923,22.5,16.5794701733399,272716.049382716,6136111.11111111,370102.9675229364
1300,4,Count1,233,163.62962962962962,Montipora capitata,3,ATHC 8 week,ATHC,Ambient,High,8 week,Physiology,20181117,29.5,36.6888809320048,409074.07407407404,12067685.185185185,328919.4131472728
1304,9,Count1,202,163.62962962962962,Montipora capitata,3,ATHC Day 2,ATHC,Ambient,High,Day 2,Physiology,20180923,27.5,20.7096406518107,181810.69958847735,4999794.238683127,241423.51490999825
1305,4,Count1,175,163.62962962962962,Montipora capitata,1,ATAC Day 1,ATAC,Ambient,Ambient,Day 1,Physiology,20180922,32.5,27.5380698502359,409074.07407407404,13294907.407407407,482782.83408063615
1309,9,Count1,217,163.62962962962962,Montipora capitata,4,HTAC 8 week,HTAC,High,Ambient,8 week,Physiology,20181117,42,17.8144940650603,181810.69958847735,7636049.3827160485,428642.50619907805
1311,4,Count1,189,163.62962962962962,Pocillopora acuta,4,HTAC Day 1,HTAC,High,Ambient,Day 1,Physiology,20180922,17.5,21.7075041585268,409074.07407407404,7158796.296296296,329784.40285058244
1316,9,Count1,85,163.62962962962962,Montipora capitata,4,HTAC 4 week,HTAC,High,Ambient,4 week,Physiology,20181020,57.5,27.8334016504298,181810.69958847735,10454115.226337448,375596.0323367811
1318,6,Count1,151,163.62962962962962,Montipora capitata,4,HTAC 12 week,HTAC,High,Ambient,12 week,Physiology,20181215,47,18.4006829412029,272716.049382716,12817654.320987653,696585.7931439218
1319,3,Count1,190,163.62962962962962,Pocillopora acuta,4,HTAC 1 week,HTAC,High,Ambient,1 week,Physiology,20180929,16,28.0168653444898,545432.098765432,8726913.580246912,311487.86536047194
1324,4,Count1,183,163.62962962962962,Pocillopora acuta,2,HTHC Day 2,HTHC,High,High,Day 2,Physiology,20180923,29,33.7579365512915,409074.07407407404,11863148.148148147,351418.0474308134
1325,9,Count1,191,163.62962962962962,Montipora capitata,4,HTAC 8 week,HTAC,High,Ambient,8 week,Physiology,20181117,28,19.2777288932943,181810.69958847735,5090699.588477366,264071.5416559339
1326,2,Count1,240,163.62962962962962,Pocillopora acuta,2,HTHC 1 week,HTHC,High,High,1 week,Physiology,20180929,14.5,19.6894035238677,818148.1481481481,11863148.148148147,602514.3490897282
1327,4,Count1,6,163.62962962962962,Pocillopora acuta,4,HTAC 8 week,HTAC,High,Ambient,8 week,Physiology,20181117,15,13.4337390288492,409074.07407407404,6136111.111111111,456768.6701322469
1333,9,Count1,122,163.62962962962962,Montipora capitata,4,HTAC 1 week,HTAC,High,Ambient,1 week,Physiology,20180929,31,17.6489292679819,181810.69958847735,5636131.687242798,319346.9474359377
1336,2,Count1,215,163.62962962962962,Pocillopora acuta,4,HTAC Day 2,HTAC,High,Ambient,Day 2,Physiology,20180923,9,21.1213152823842,818148.1481481481,7363333.333333333,348620.96582946094
1337,9,Count1,100,163.62962962962962,Montipora capitata,5,HTHC 12 week,HTHC,High,High,12 week,Physiology,20181215,52.5,39.5437550005469,181810.69958847735,9545061.728395062,241379.75081686224
1338,3,Count1,151,163.62962962962962,Pocillopora acuta,4,HTAC 2 week,HTAC,High,Ambient,2 week,Physiology,20181006,21,17.9621599651573,545432.098765432,11454074.074074073,637677.9906365657
1339,3,Count1,264,163.62962962962962,Pocillopora acuta,5,HTHC Day 2,HTHC,High,High,Day 2,Physiology,20180923,15,21.0318207974769,545432.098765432,8181481.48148148,389004.9064350614
1344,3,Count1,123,163.62962962962962,Pocillopora acuta,4,HTAC 2 week,HTAC,High,Ambient,2 week,Physiology,20181006,22.5,32.2768028260761,545432.098765432,12272222.22222222,380218.02494972077
1353,9,Count1,158,163.62962962962962,Montipora capitata,5,HTHC 4 week,HTHC,High,High,4 week,Physiology,20181020,24.5,12.0107767188235,181810.69958847735,4454362.139917695,370863.7870968611
1409,9,Count1,115,163.62962962962962,Montipora capitata,5,HTHC 2 week,HTHC,High,High,2 week,Physiology,20181006,46,32.903264220427,181810.69958847735,8363292.181069958,254178.1911071869
1410,9,Count1,125,163.62962962962962,Montipora capitata,5,HTHC 6 week,HTHC,High,High,6 week,Physiology,20181103,45,22.4950556257108,181810.69958847735,8181481.48148148,363701.32253109117
1411,4,Count1,108,163.62962962962962,Pocillopora acuta,5,HTHC 4 week,HTHC,High,High,4 week,Physiology,20181020,15,18.5528235655453,409074.07407407404,6136111.111111111,330737.31820026395
1412,3,Count1,77,163.62962962962962,Pocillopora acuta,5,HTHC 1 week,HTHC,High,High,1 week,Physiology,20180929,15,13.6887983108349,545432.098765432,8181481.48148148,597677.1149448311
1413,9,Count1,95,163.62962962962962,Montipora capitata,5,HTHC 6 week,HTHC,High,High,6 week,Physiology,20181103,37,16.3691581338078,181810.69958847735,6726995.884773662,410955.51950714923
1414,4,Count1,116,163.62962962962962,Pocillopora acuta,5,HTHC 4 week,HTHC,High,High,4 week,Physiology,20181020,40,34.9750615460305,409074.07407407404,16362962.962962963,467846.58095391054
1422,3,Count1,126,163.62962962962962,Pocillopora acuta,5,HTHC 6 week,HTHC,High,High,6 week,Physiology,20181103,17.5,33.5118267177965,545432.098765432,9545061.72839506,284826.66160738235
1423,4,Count1,209,163.62962962962962,Pocillopora acuta,6,ATAC 6 week,ATAC,Ambient,Ambient,6 week,Physiology,20181103,35,47.2760784965356,409074.07407407404,14317592.592592591,302850.68152684846
1426,3,Count1,177,163.62962962962962,Montipora capitata,2,HTHC Day 1,HTHC,High,High,Day 1,Physiology,20180922,33,32.1201874774884,545432.098765432,17999259.259259257,560372.173165992
1430,3,Count1,230,163.62962962962962,Pocillopora acuta,6,ATAC Day 2,ATAC,Ambient,Ambient,Day 2,Physiology,20180923,20,33.0285564992972,545432.098765432,10908641.97530864,330279.1018293748
1432,4,Count1,166,163.62962962962962,Pocillopora acuta,2,HTHC 1 week,HTHC,High,High,1 week,Physiology,20180929,22.5,26.2180261978535,409074.07407407404,9204166.666666666,351062.5322138179
1434,4,Count1,238,163.62962962962962,Pocillopora acuta,6,ATAC 16 week,ATAC,Ambient,Ambient,16 week,Physiology,20190112,45,32.1559852714513,409074.07407407404,18408333.333333332,572469.8894447064
1437,4,Count1,167,163.62962962962962,Pocillopora acuta,6,ATAC Day 2,ATAC,Ambient,Ambient,Day 2,Physiology,20180923,47.5,39.4811088611118,409074.07407407404,19431018.51851852,492159.89821546606
1438,9,Count1,138,163.62962962962962,Montipora capitata,6,ATAC 8 week,ATAC,Ambient,Ambient,8 week,Physiology,20181117,55,20.3829857818991,181810.69958847735,9999588.477366254,490585.0685646989
1439,2,Count1,255,163.62962962962962,Pocillopora acuta,5,HTHC 1 week,HTHC,High,High,1 week,Physiology,20180929,19,47.3387246359706,818148.1481481481,15544814.814814813,328374.1785261996
1441,9,Count1,37,163.62962962962962,Pocillopora acuta,5,HTHC 8 week,HTHC,High,High,8 week,Physiology,20181117,11,64.5664129806213,181810.69958847735,1999917.695473251,30974.582652957633
1443,6,Count1,203,163.62962962962962,Montipora capitata,6,ATAC 6 week,ATAC,Ambient,Ambient,6 week,Physiology,20181103,18,24.1014816297964,272716.049382716,4908888.888888888,203675.81397236933
1444,3,Count1,209,163.62962962962962,Montipora capitata,6,ATAC 6 week,ATAC,Ambient,Ambient,6 week,Physiology,20181103,25,41.4902600472802,545432.098765432,13635802.4691358,328650.68701900466
1446,6,Count1,102,163.62962962962962,Pocillopora acuta,5,HTHC 2 week,HTHC,High,High,2 week,Physiology,20181006,37.5,34.7423758852716,272716.049382716,10226851.85185185,294362.47784617805
1447,9,Count1,25,163.62962962962962,Montipora capitata,5,HTHC 8 week,HTHC,High,High,8 week,Physiology,20181117,17.5,14.9103980298192,181810.69958847735,3181687.2427983535,213387.1434173199
1448,5,Count1,137,163.62962962962962,Montipora capitata,6,ATAC 12 week,ATAC,Ambient,Ambient,12 week,Physiology,20181215,30.5,15.572657218133,327259.2592592592,9981407.407407407,640957.2411177797
