Date,Calib.Date,Time,Timepoint,Sample.ID,Treatment,Type,TA.Run,Temperature,pH.MV,Salinity,Period1,Period2,Notes
20180909,20180909,12:21,9/9/18,Tank5,Acclimation,Tank,Yes,NA,NA,NA,NA,Testing,no water in tank
20180909,20180909,12:21,9/9/18,Tank6,Acclimation,Tank,Yes,28,-56.3,34.15,Empty,Testing,NA
20180909,20180909,12:21,9/9/18,Tank7,Acclimation,Tank,Yes,NA,NA,NA,NA,Testing,no water in tank
20180909,20180909,12:21,9/9/18,Tank8,Acclimation,Tank,Yes,28.05,-55.8,34.17,Acclimation,Acclimation,Site1 Lilipuna
20180909,20180909,12:21,9/9/18,Tank9,Acclimation,Tank,Yes,28.14,-57.3,34.17,Empty,Empty,NA
20180909,20180909,12:21,9/9/18,Tank10,Acclimation,Tank,Yes,28.15,-57.8,34.13,Acclimation,Acclimation,Site5 Reef 35.36
20180909,20180909,12:21,9/9/18,Tank11,Acclimation,Tank,Yes,28.1,-56.2,34.19,Acclimation,Acclimation,Site4 Reef 11.13
20180909,20180909,12:21,9/9/18,Tank12,Acclimation,Tank,Yes,28.14,-55.5,34.18,Empty,Testing,NA
20180910,20180910,14:00,9/10/18,Tank1,Acclimation,Tank,No,28.14,-55.9,34.32,Empty,Testing,NA
20180910,20180910,14:00,9/10/18,Tank2,Acclimation,Tank,No,NA,NA,NA,no water in tank,Testing,
20180910,20180910,14:00,9/10/18,Tank3,Acclimation,Tank,No,28.47,-59.9,34.29,Acclimation,Acclimation,Site6 Reef 42.43
20180910,20180910,14:00,9/10/18,Tank4,Acclimation,Tank,No,28.4,-59.5,34.29,Acclimation,Acclimation,Site2 HIMB
20180910,20180910,14:00,9/10/18,Tank5,Acclimation,Tank,No,NA,NA,NA,no water in tank,Testing,
20180910,20180910,14:00,9/10/18,Tank6,Acclimation,Tank,No,28.92,-57,34.2,Empty,Testing,NA
20180910,20180910,14:00,9/10/18,Tank7,Acclimation,Tank,No,NA,NA,NA,no water in tank,Testing,
20180910,20180910,14:00,9/10/18,Tank8,Acclimation,Tank,No,28.49,-58.2,34.28,Acclimation,Acclimation,Site1 Lilipuna
20180910,20180910,14:00,9/10/18,Tank9,Acclimation,Tank,No,28.73,-59.7,34.32,Empty,Testing,NA
20180910,20180910,14:00,9/10/18,Tank10,Acclimation,Tank,No,28.64,-60.5,34.29,Acclimation,Acclimation,Site5 Reef 35.36
20180910,20180910,14:00,9/10/18,Tank11,Acclimation,Tank,No,28.5,-58.7,34.24,Acclimation,Acclimation,Site4 Reef 11.13
20180910,20180910,14:00,9/10/18,Tank12,Acclimation,Tank,No,28.68,-55.9,34.21,Acclimation,Acclimation,Site3 Reef 18
20180914,20180910,16:05,9/14/18,Tank1,Acclimation,Tank,No,27.83,-56.5,34.07,Empty,Testing,NA
20180914,20180910,16:05,9/14/18,Tank2,Acclimation,Tank,No,27.66,-56.6,34.11,Acclimation,Acclimation,Site3 Reef 18
20180914,20180910,16:05,9/14/18,Tank3,Acclimation,Tank,No,27.59,-56.7,34.08,Acclimation,Acclimation,Site4 Reef 11.13
20180914,20180910,16:05,9/14/18,Tank4,Acclimation,Tank,No,27.64,-59.7,34.07,Acclimation,Acclimation,Site6 Reef 42.43
20180914,20180910,16:05,9/14/18,Tank5,Acclimation,Tank,No,27.58,-56.7,34.05,Acclimation,Acclimation,Site2 HIMB
20180914,20180910,16:05,9/14/18,Tank6,Acclimation,Tank,No,27.33,-63.8,34.28,Empty,Testing,NA
20180914,20180910,16:05,9/14/18,Tank7,Acclimation,Tank,No,NA,NA,NA,no water in tank,Testing,
20180914,20180910,16:05,9/14/18,Tank8,Acclimation,Tank,No,27.51,-56.7,34.05,Empty,Testing,NA
20180914,20180910,16:05,9/14/18,Tank9,Acclimation,Tank,No,NA,NA,NA,no water in tank,Testing,
20180914,20180910,16:05,9/14/18,Tank10,Acclimation,Tank,No,27.66,-56.6,34.13,Acclimation,Acclimation,Site1 Lilipuna
20180914,20180910,16:05,9/14/18,Tank11,Acclimation,Tank,No,27.59,-56.7,34.15,Acclimation,Acclimation,Site5 Reef 35.36
20180914,20180910,16:05,9/14/18,Tank12,Acclimation,Tank,No,27.86,-69.6,34.28,Empty,Testing,NA
20180915,20180915,15:00,9/15/18,Tank1,Acclimation,Tank,No,27.43,-56.7,34.19,Empty,Testing,NA
20180915,20180915,15:00,9/15/18,Tank2,Acclimation,Tank,No,27.47,-56.5,34.23,Acclimation,Acclimation,Site3 Reef 18
20180915,20180915,15:00,9/15/18,Tank3,Acclimation,Tank,No,27.38,-57.2,34.18,Acclimation,Acclimation,Site4 Reef 11.13
20180915,20180915,15:00,9/15/18,Tank4,Acclimation,Tank,No,27.43,-56.6,34.18,Acclimation,Acclimation,Site6 Reef 42.43
20180915,20180915,15:00,9/15/18,Tank5,Acclimation,Tank,No,27.42,-56.5,34.19,Acclimation,Acclimation,Site2 HIMB
20180915,20180915,15:00,9/15/18,Tank6,Acclimation,Tank,No,26.24,-69.1,34.57,Empty,Testing,NA
20180915,20180915,15:00,9/15/18,Tank7,Acclimation,Tank,No,27.38,-56.7,34.14,Empty,Testing,NA
20180915,20180915,15:00,9/15/18,Tank8,Acclimation,Tank,No,27.42,-56.7,34.18,Empty,Testing,NA
20180915,20180915,15:00,9/15/18,Tank9,Acclimation,Tank,No,27.37,-56.8,34.18,Empty,Testing,NA
20180915,20180915,15:00,9/15/18,Tank10,Acclimation,Tank,No,27.47,-56.5,34.3,Acclimation,Acclimation,Site1 Lilipuna
20180915,20180915,15:00,9/15/18,Tank11,Acclimation,Tank,No,27.43,-56.7,34.22,Acclimation,Acclimation,Site5 Reef 35.36
20180915,20180915,15:00,9/15/18,Tank12,Acclimation,Tank,No,27.37,-56.6,34.24,Empty,Testing,NA
20180916,20180916,10:20,9/16/18,Tank1,Acclimation,Tank,Yes,26.83,-55.1,34.17,Empty,Testing,NA
20180916,20180916,10:20,9/16/18,Tank2,Acclimation,Tank,Yes,27,-54.9,34.17,Acclimation,Acclimation,Site3 Reef 18
20180916,20180916,10:20,9/16/18,Tank3,Acclimation,Tank,Yes,26.69,-55.6,34.07,Acclimation,Acclimation,Site4 Reef 11.13
20180916,20180916,10:20,9/16/18,Tank4,Acclimation,Tank,Yes,26.79,-55.1,34.05,Acclimation,Acclimation,Site6 Reef 42.43
20180916,20180916,10:20,9/16/18,Tank5,Acclimation,Tank,Yes,26.81,-55,34,Acclimation,Acclimation,Site2 HIMB
20180916,20180916,10:20,9/16/18,Tank6,Acclimation,Tank,Yes,26.52,-55.8,34.04,Empty,Testing,NA
20180916,20180916,10:20,9/16/18,Tank7,Acclimation,Tank,Yes,26.94,-55.1,34.05,Empty,Testing,NA
20180916,20180916,10:20,9/16/18,Tank8,Acclimation,Tank,Yes,26.92,-55.1,34.12,Empty,Testing,NA
20180916,20180916,10:20,9/16/18,Tank9,Acclimation,Tank,Yes,26.66,-55.2,34.08,Empty,Testing,NA
20180916,20180916,10:20,9/16/18,Tank10,Acclimation,Tank,Yes,26.91,-55.1,34.2,Acclimation,Acclimation,Site1 Lilipuna
20180916,20180916,10:20,9/16/18,Tank11,Acclimation,Tank,Yes,26.85,-55.7,34.02,Acclimation,Acclimation,Site5 Reef 35.36
20180916,20180916,10:20,9/16/18,Tank12,Acclimation,Tank,Yes,26.89,-55.2,34.06,Empty,Testing,NA
20180916,20180916,10:20,9/16/18,Tank9A,Acclimation,Test,Yes,26.66,-55.2,34.08,Empty,Testing,NA
20180916,20180916,10:20,9/16/18,Tank9B,Acclimation,Test,Yes,26.66,-55.2,34.08,Empty,Testing,NA
20180916,20180916,10:20,9/16/18,Tank9C,Acclimation,Test,Yes,26.66,-55.2,34.08,Empty,Testing,NA
20180916,20180916,10:20,9/16/18,Tank9D,Acclimation,Test,Yes,26.66,-55.2,34.08,Empty,Testing,NA
20180916,20180916,10:20,9/16/18,Tank9E,Acclimation,Test,Yes,26.66,-55.2,34.08,Empty,Testing,NA
20180916,20180916,10:20,9/16/18,Tank9F,Acclimation,Test,Yes,26.66,-55.2,34.08,Empty,Testing,NA
20180916,20180916,10:20,9/16/18,Tank9G,Acclimation,Test,Yes,26.66,-55.2,34.08,Empty,Testing,NA
20180916,20180916,10:20,9/16/18,Tank9H,Acclimation,Test,Yes,26.66,-55.2,34.08,Empty,Testing,NA
20180916,20180916,10:20,9/16/18,Tank9I,Acclimation,Test,Yes,26.66,-55.2,34.08,Empty,Testing,NA
20180917,20180917,10:00,9/17/18,Tank1,Acclimation,Tank,No,26.96,-55.2,34.19,Empty,Testing,NA
20180917,20180917,10:00,9/17/18,Tank2,Acclimation,Tank,No,27.13,-55.5,34.23,Acclimation,Acclimation,Site3 Reef 18
20180917,20180917,10:00,9/17/18,Tank3,Acclimation,Tank,No,26.83,-55.6,34.24,Acclimation,Acclimation,Site4 Reef 11.13
20180917,20180917,10:00,9/17/18,Tank4,Acclimation,Tank,No,26.98,-55.2,34.22,Acclimation,Acclimation,Site6 Reef 42.43
20180917,20180917,10:00,9/17/18,Tank5,Acclimation,Tank,No,26.94,-55.3,34.23,Acclimation,Acclimation,Site2 HIMB
20180917,20180917,10:00,9/17/18,Tank6,Acclimation,Tank,No,26.75,-56.2,34.25,Empty,Testing,NA
20180917,20180917,10:00,9/17/18,Tank7,Acclimation,Tank,No,27.13,-55.2,34.22,Empty,Testing,NA
20180917,20180917,10:00,9/17/18,Tank8,Acclimation,Tank,No,27.13,-55.3,34.23,Empty,Testing,NA
20180917,20180917,10:00,9/17/18,Tank9,Acclimation,Tank,No,26.95,-55.5,34.27,Empty,Testing,NA
20180917,20180917,10:00,9/17/18,Tank10,Acclimation,Tank,No,27.07,-55.3,34.26,Acclimation,Acclimation,Site1 Lilipuna
20180917,20180917,10:00,9/17/18,Tank11,Acclimation,Tank,No,27.07,-56.5,34.24,Acclimation,Acclimation,Site5 Reef 35.36
20180917,20180917,10:00,9/17/18,Tank12,Acclimation,Tank,No,26.8,-38.7,34.25,Test,Testing,Tank Testing
20180918,20180917,11:27,9/18/18,Tank1,Acclimation,Tank,No,27.26,-55.6,34.18,Empty,Testing,NA
20180918,20180917,11:27,9/18/18,Tank2,Acclimation,Tank,No,27.35,-57.2,34.2,Acclimation,Acclimation,Site3 Reef 18
20180918,20180917,11:27,9/18/18,Tank3,Acclimation,Tank,No,27.1,-57.2,34.21,Empty,Testing,NA
20180918,20180917,11:27,9/18/18,Tank4,Acclimation,Tank,No,27.04,-57.8,34.24,Acclimation,Acclimation,Site6 Reef 42.43
20180918,20180917,11:27,9/18/18,Tank5,Acclimation,Tank,No,27.18,-56.2,34.21,Empty,Testing,NA
20180918,20180917,11:27,9/18/18,Tank6,Acclimation,Tank,No,27.3,-56.3,34.25,Acclimation,Acclimation,Site2 HIMB
20180918,20180917,11:27,9/18/18,Tank7,Acclimation,Tank,No,29.66,-57.1,34.28,Empty,Testing,NA
20180918,20180917,11:27,9/18/18,Tank8,Acclimation,Tank,No,27.44,-55.6,34.19,Acclimation,Acclimation,Site4 Reef 11.13
20180918,20180917,11:27,9/18/18,Tank9,Acclimation,Tank,No,29.85,-57,34.27,Empty,Testing,NA
20180918,20180917,11:27,9/18/18,Tank10,Acclimation,Tank,No,27.27,-57.3,34.2,Acclimation,Acclimation,Site1 Lilipuna
20180918,20180917,11:41,9/18/18,Tank11,Acclimation,Tank,No,27.37,-60.9,34.24,Acclimation,Acclimation,Site5 Reef 35.36
20180918,20180917,11:40,9/18/18,Tank12,Acclimation,Tank,No,27.52,-39.4,34.24,Empty,Testing,NA
20180919,20180919,10:57,9/19/18,Tank1,Acclimation,Tank,Yes,27.35,-55.1,34.26,Empty,Testing,NA
20180919,20180919,10:56,9/19/18,Tank2,Acclimation,Tank,Yes,30.73,-43.4,34.48,Testing,Testing,Site3 Reef 18
20180919,20180919,10:54,9/19/18,Tank3,Acclimation,Tank,Yes,27.14,-34.6,34.22,Empty,Testing,NA
20180919,20180919,10:46,9/19/18,Tank4,Acclimation,Tank,Yes,27.11,-54.7,34.26,Acclimation,Acclimation,Site6 Reef 42.43
20180919,20180919,10:47,9/19/18,Tank5,Acclimation,Tank,Yes,27.29,-55.2,34.27,Empty,Testing,NA
20180919,20180919,10:41,9/19/18,Tank6,Acclimation,Tank,Yes,27.53,-55,34.16,Acclimation,Acclimation,Site2 HIMB
20180919,20180919,10:58,9/19/18,Tank7,Acclimation,Tank,Yes,30.84,-54.8,34.5,Empty,Testing,NA
20180919,20180919,10:52,9/19/18,Tank8,Acclimation,Tank,Yes,27.65,-55.1,34.21,Acclimation,Acclimation,Site4 Reef 11.13
20180919,20180919,10:50,9/19/18,Tank9,Acclimation,Tank,Yes,31.22,-54.5,34.63,Empty,Testing,NA
20180919,20180919,10:48,9/19/18,Tank10,Acclimation,Tank,Yes,27.23,-55.1,34.27,Acclimation,Acclimation,Site1 Lilipuna
20180919,20180919,10:44,9/19/18,Tank11,Acclimation,Tank,Yes,27.34,-39.3,34.25,Acclimation,Testing,Site5 Reef 35.36
20180919,20180919,10:37,9/19/18,Tank12,Acclimation,Tank,Yes,27.72,-32.7,34.24,Empty,Testing,NA
20180920,20180920,9:09,9/20/18,Tank1,Acclimation,Tank,No,27.46,-57.7,33.93,Empty,Testing,NA
20180920,20180920,9:06,9/20/18,Tank2,Acclimation,Tank,No,30.58,-56.9,34.23,Testing,Testing,Site3 Reef 18
20180920,20180920,9:04,9/20/18,Tank3,Acclimation,Tank,No,27.19,-45,34.06,Empty,Testing,NA
20180920,20180920,8:57,9/20/18,Tank4,Acclimation,Tank,No,27.44,-57.8,33.95,Acclimation,Acclimation,Site6 Reef 42.43
20180920,20180920,8:56,9/20/18,Tank5,Acclimation,Tank,No,27.39,-58,34.04,Empty,Testing,NA
20180920,20180920,8:57,9/20/18,Tank6,Acclimation,Tank,No,27.2,-57.7,34.07,Acclimation,Acclimation,Site2 HIMB
20180920,20180920,9:07,9/20/18,Tank7,Acclimation,Tank,No,30.25,-56.7,34.14,Empty,Testing,NA
20180920,20180920,9:12,9/20/18,Tank8,Acclimation,Tank,No,27.37,-57.7,34,Acclimation,Acclimation,Site4 Reef 11.13
20180920,20180920,9:02,9/20/18,Tank9,Acclimation,Tank,No,27.35,-57.7,34,Empty,Testing,NA
20180920,20180920,9:05,9/20/18,Tank10,Acclimation,Tank,No,27.27,-57.7,34.05,Acclimation,Acclimation,Site1 Lilipuna
20180920,20180920,9:01,9/20/18,Tank11,Acclimation,Tank,No,27.18,-35.5,34.07,Acclimation,Testing,Site5 Reef 35.36
20180920,20180920,9:00,9/20/18,Tank12,Acclimation,Tank,No,27.37,-44.3,34.03,Empty,Testing,NA
20180921,20180920,8:22,9/21/18,Tank1,Acclimation,Tank,No,27.15,-57.3,34.18,Acclimation,Acclimation,NA
20180921,20180920,8:25,9/21/18,Tank2,Acclimation,Tank,No,27.27,-57.6,34.34,Acclimation,Acclimation,Site3 Reef 18
20180921,20180920,8:24,9/21/18,Tank3,Acclimation,Tank,No,27.22,-57.6,34.24,Acclimation,Acclimation,NA
20180921,20180920,8:38,9/21/18,Tank4,Acclimation,Tank,No,27.18,-57.4,34.27,Acclimation,Acclimation,Site6 Reef 42.43
20180921,20180920,8:29,9/21/18,Tank5,Acclimation,Tank,No,27.13,-57.8,34.26,Acclimation,Acclimation,NA
20180921,20180920,8:40,9/21/18,Tank6,Acclimation,Tank,No,27.16,-57.6,34.26,Acclimation,Acclimation,Site2 HIMB
20180921,20180920,8:21,9/21/18,Tank7,Acclimation,Tank,No,27.24,-57.5,34.19,Empty,Testing,NA
20180921,20180920,8:27,9/21/18,Tank8,Acclimation,Tank,No,27.27,-57.6,34.31,Acclimation,Acclimation,Site4 Reef 11.13
20180921,20180920,8:28,9/21/18,Tank9,Acclimation,Tank,No,27.15,-57.6,34.28,Empty,Testing,NA
20180921,20180920,8:34,9/21/18,Tank10,Acclimation,Tank,No,27.19,-57.7,34.24,Acclimation,Acclimation,Site1 Lilipuna
20180921,20180920,8:30,9/21/18,Tank11,Acclimation,Tank,No,27.1,-57.9,34.2,Empty,Testing,Site5 Reef 35.36
20180921,20180920,8:41,9/21/18,Tank12,Acclimation,Tank,No,27.24,-57.5,34.27,Empty,Testing,NA
20180922,20180920,8:11,9/22/18,Tank1,ATAC,Tank,No,26.9,-54.7,34.05,Treatment,Acute,
20180922,20180920,8:09,9/22/18,Tank2,HTHC,Tank,No,28.52,-39.8,34.09,Treatment,Acute,
20180922,20180920,8:15,9/22/18,Tank3,ATHC,Tank,No,26.85,-40.6,34.12,Treatment,Acute,
20180922,20180920,8:20,9/22/18,Tank4,HTAC,Tank,No,28.35,-54.4,34.17,Treatment,Acute,
20180922,20180920,8:21,9/22/18,Tank5,HTHC,Tank,No,28.81,-35.5,34.34,Treatment,Acute,
20180922,20180920,8:24,9/22/18,Tank6,ATAC,Tank,No,26.52,-55.7,34.13,Treatment,Acute,
20180922,20180920,8:13,9/22/18,Tank7,HTAC,Tank,No,28.83,-54.3,34.31,Treatment,Acute,
20180922,20180920,8:07,9/22/18,Tank8,ATAC,Tank,No,26.86,-54.2,34.05,Treatment,Acute,
20180922,20180920,8:08,9/22/18,Tank9,HTAC,Tank,No,28.93,-53.9,34.39,Treatment,Acute,
20180922,20180920,8:17,9/22/18,Tank10,HTHC,Tank,No,28.51,-35.1,34.17,Treatment,Acute,
20180922,20180920,8:23,9/22/18,Tank11,ATHC,Tank,No,26.68,-36,34.08,Treatment,Acute,
20180922,20180920,8:25,9/22/18,Tank12,ATHC,Tank,No,27.17,-31.2,34.16,Treatment,Acute,
20180922,20180920,9:27,9/22/18,Tank1,ATAC,Tank,No,26.86,-55.4,34.14,Treatment,Acute,
20180922,20180920,9:24,9/22/18,Tank2,HTHC,Tank,No,28.24,-40.8,34.15,Treatment,Acute,
20180922,20180920,9:23,9/22/18,Tank3,ATHC,Tank,No,26.67,-40.8,34.12,Treatment,Acute,
20180922,20180920,9:17,9/22/18,Tank4,HTAC,Tank,No,28.97,-54.7,34.16,Treatment,Acute,
20180922,20180920,9:14,9/22/18,Tank5,HTHC,Tank,No,28.47,-36.7,34.17,Treatment,Acute,
20180922,20180920,9:16,9/22/18,Tank6,ATAC,Tank,No,26.54,-56.8,34,Treatment,Acute,
20180922,20180920,9:26,9/22/18,Tank7,HTAC,Tank,No,28.26,-55.1,34.17,Treatment,Acute,
20180922,20180920,9:21,9/22/18,Tank8,ATAC,Tank,No,26.83,-55.2,34.05,Treatment,Acute,
20180922,20180920,9:19,9/22/18,Tank9,HTAC,Tank,No,28.96,-54.6,34.16,Treatment,Acute,
20180922,20180920,9:18,9/22/18,Tank10,HTHC,Tank,No,28.52,-36.1,34.11,Treatment,Acute,
20180922,20180920,9:12,9/22/18,Tank11,ATHC,Tank,No,26.67,-35.9,34.11,Treatment,Acute,
20180922,20180920,9:10,9/22/18,Tank12,ATHC,Tank,No,27.2,-25.2,34.09,Treatment,Acute,
20180922,20180920,10:31,9/22/18,Tank1,ATAC,Tank,No,27.33,-57.7,34.16,Treatment,Acute,
20180922,20180920,10:31,9/22/18,Tank2,HTHC,Tank,No,28.83,-41.4,34.22,Treatment,Acute,
20180922,20180920,10:31,9/22/18,Tank3,ATHC,Tank,No,26.74,-43.3,34.2,Treatment,Acute,
20180922,20180920,10:31,9/22/18,Tank4,HTAC,Tank,No,29.46,-56.8,34.33,Treatment,Acute,
20180922,20180920,10:31,9/22/18,Tank5,HTHC,Tank,No,28.58,-38.9,34.25,Treatment,Acute,
20180922,20180920,10:31,9/22/18,Tank6,ATAC,Tank,No,27.09,-61,34.17,Treatment,Acute,
20180922,20180920,10:31,9/22/18,Tank7,HTAC,Tank,No,29,-57.9,34.32,Treatment,Acute,
20180922,20180920,10:31,9/22/18,Tank8,ATAC,Tank,No,27.44,-58.7,34.15,Treatment,Acute,
20180922,20180920,10:31,9/22/18,Tank9,HTAC,Tank,No,28.97,-57.4,34.21,Treatment,Acute,
20180922,20180920,10:31,9/22/18,Tank10,HTHC,Tank,No,28.39,-36.3,34.22,Treatment,Acute,
20180922,20180920,10:31,9/22/18,Tank11,ATHC,Tank,No,27.4,-37.5,34.14,Treatment,Acute,
20180922,20180920,10:31,9/22/18,Tank12,ATHC,Tank,No,27.7,-31.5,34.18,Treatment,Acute,
20180922,20180920,13:34,9/22/18,Tank1,ATAC,Tank,Yes,28.34,-61.3,34.19,Treatment,Acute,
20180922,20180920,13:52,9/22/18,Tank2,HTHC,Tank,Yes,28.83,-45.4,34.33,Treatment,Acute,
20180922,20180920,13:50,9/22/18,Tank3,ATHC,Tank,Yes,27.73,-42.8,34.25,Treatment,Acute,
20180922,20180920,13:48,9/22/18,Tank4,HTAC,Tank,Yes,29.43,-61.6,34.36,Treatment,Acute,
20180922,20180920,14:03,9/22/18,Tank5,HTHC,Tank,Yes,29.26,-44.1,34.53,Treatment,Acute,
20180922,20180920,14:05,9/22/18,Tank6,ATAC,Tank,Yes,27.63,-67.7,34.46,Treatment,Acute,
20180922,20180920,13:40,9/22/18,Tank7,HTAC,Tank,Yes,29,-61.5,34.27,Treatment,Acute,
20180922,20180920,13:45,9/22/18,Tank8,ATAC,Tank,Yes,28.57,-62.9,34.28,Treatment,Acute,
20180922,20180920,13:43,9/22/18,Tank9,HTAC,Tank,Yes,29.17,-60,34.34,Treatment,Acute,
20180922,20180920,14:00,9/22/18,Tank10,HTHC,Tank,Yes,29.51,-38.6,34.46,Treatment,Acute,
20180922,20180920,13:55,9/22/18,Tank11,ATHC,Tank,Yes,28.12,-38.7,34.41,Treatment,Acute,
20180922,20180920,13:58,9/22/18,Tank12,ATHC,Tank,Yes,28.19,-35.3,34.34,Treatment,Acute,
20180922,20180920,19:53,9/22/18,Tank1,ATAC,Tank,No,27.05,-58.9,34.18,Treatment,Acute,
20180922,20180920,19:49,9/22/18,Tank2,HTHC,Tank,No,29.37,-41.8,34.47,Treatment,Acute,
20180922,20180920,19:46,9/22/18,Tank3,ATHC,Tank,No,26.72,-40,34.18,Treatment,Acute,
20180922,20180920,19:44,9/22/18,Tank4,HTAC,Tank,No,29.32,-58.6,34.41,Treatment,Acute,
20180922,20180920,19:39,9/22/18,Tank5,HTHC,Tank,No,29.86,-41,34.82,Treatment,Acute,
20180922,20180920,19:40,9/22/18,Tank6,ATAC,Tank,No,26.46,-61.2,34.16,Treatment,Acute,
20180922,20180920,19:51,9/22/18,Tank7,HTAC,Tank,No,28.47,-58.3,34.25,Treatment,Acute,
20180922,20180920,19:48,9/22/18,Tank8,ATAC,Tank,No,27.07,-59,34.18,Treatment,Acute,
20180922,20180920,19:47,9/22/18,Tank9,HTAC,Tank,No,28.87,-57.8,34.59,Treatment,Acute,
20180922,20180920,19:43,9/22/18,Tank10,HTHC,Tank,No,29.61,-38.8,34.67,Treatment,Acute,
20180922,20180920,19:37,9/22/18,Tank11,ATHC,Tank,No,26.79,-36.1,34.28,Treatment,Acute,
20180922,20180920,19:41,9/22/18,Tank12,ATHC,Tank,No,26.95,-37.3,34.4,Treatment,Acute,
20180923,20180923,8:25,9/23/18,Tank1,ATAC,Tank,No,26.61,-56.1,34.34,Treatment,Acute,
20180923,20180923,8:27,9/23/18,Tank2,HTHC,Tank,No,29.01,-41.9,34.51,Treatment,Acute,
20180923,20180923,8:17,9/23/18,Tank3,ATHC,Tank,No,26.68,-39.8,34.15,Treatment,Acute,
20180923,20180923,8:18,9/23/18,Tank4,HTAC,Tank,No,29.57,-55.4,34.44,Treatment,Acute,
20180923,20180923,8:23,9/23/18,Tank5,HTHC,Tank,No,29.59,-41.5,34.45,Treatment,Acute,
20180923,20180923,8:21,9/23/18,Tank6,ATAC,Tank,No,26.52,-56.4,34.33,Treatment,Acute,
20180923,20180923,8:30,9/23/18,Tank7,HTAC,Tank,No,28.42,-55.8,34.38,Treatment,Acute,
20180923,20180923,8:32,9/23/18,Tank8,ATAC,Tank,No,26.74,-55.8,34.25,Treatment,Acute,
20180923,20180923,8:14,9/23/18,Tank9,HTAC,Tank,No,28.81,-55.2,34.51,Treatment,Acute,
20180923,20180923,8:15,9/23/18,Tank10,HTHC,Tank,No,29.57,-37.2,34.47,Treatment,Acute,
20180923,20180923,8:34,9/23/18,Tank11,ATHC,Tank,No,26.68,-32.7,34.38,Treatment,Acute,
20180923,20180923,8:20,9/23/18,Tank12,ATHC,Tank,No,26.73,-33.4,34.27,Treatment,Acute,
20180923,20180923,12:33,9/23/18,Tank1,ATAC,Tank,Yes,27.24,-58.5,34.09,Treatment,Acute,
20180923,20180923,12:31,9/23/18,Tank2,HTHC,Tank,Yes,29.34,-45.2,34.36,Treatment,Acute,
20180923,20180923,12:28,9/23/18,Tank3,ATHC,Tank,Yes,26.93,-41,34.24,Treatment,Acute,
20180923,20180923,12:35,9/23/18,Tank4,HTAC,Tank,Yes,29.55,-58.4,34.37,Treatment,Acute,
20180923,20180923,12:42,9/23/18,Tank5,HTHC,Tank,Yes,30.04,-47.4,34.47,Treatment,Acute,
20180923,20180923,12:40,9/23/18,Tank6,ATAC,Tank,Yes,27.08,-59.9,34.35,Treatment,Acute,notebook value different than spreadsheet value (59.9 or 39.9); value looks unexpected
20180923,20180923,12:34,9/23/18,Tank7,HTAC,Tank,Yes,29.7,-59.1,34.45,Treatment,Acute,
20180923,20180923,12:30,9/23/18,Tank8,ATAC,Tank,Yes,27.33,-59,34.11,Treatment,Acute,
20180923,20180923,12:29,9/23/18,Tank9,HTAC,Tank,Yes,29.07,-58.2,34.49,Treatment,Acute,
20180923,20180923,12:36,9/23/18,Tank10,HTHC,Tank,Yes,29.66,-39.9,34.35,Treatment,Acute,
