biosample_accession	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SAMN20284155	1696_HTAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW205_S241_L001_R1_001.fastq.gz	HPW205_S241_L001_R2_001.fastq.gz				
SAMN20284156	1114_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW269_S249_L001_R1_001.fastq.gz	HPW269_S249_L001_R2_001.fastq.gz				
SAMN20284157	2527_HTHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW190_S120_L001_R1_001.fastq.gz	HPW190_S120_L001_R2_001.fastq.gz				
SAMN20284158	1637_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW253_S247_L001_R1_001.fastq.gz	HPW253_S247_L001_R2_001.fastq.gz				
SAMN20284159	1082_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW116_S182_L001_R1_001.fastq.gz	HPW116_S182_L001_R2_001.fastq.gz				
SAMN20284160	1600_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW215_S266_L001_R1_001.fastq.gz	HPW215_S266_L001_R2_001.fastq.gz				
SAMN20284161	1826_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW221_S243_L001_R1_001.fastq.gz	HPW221_S243_L001_R2_001.fastq.gz				
SAMN20284162	1728_HTAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW120_S135_L001_R1_001.fastq.gz	HPW120_S135_L001_R2_001.fastq.gz				
SAMN20284163	1544_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW286_S263_L001_R1_001.fastq.gz	HPW286_S263_L001_R2_001.fastq.gz				
SAMN20284164	1223_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW129_S148_L001_R1_001.fastq.gz	HPW129_S148_L001_R2_001.fastq.gz				
SAMN20284165	1611_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW250_S211_L001_R1_001.fastq.gz	HPW250_S211_L001_R2_001.fastq.gz				
SAMN20284166	1775_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW237_S245_L001_R1_001.fastq.gz	HPW237_S245_L001_R2_001.fastq.gz				
SAMN20284167	2875_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW130_S160_L001_R1_001.fastq.gz	HPW130_S160_L001_R2_001.fastq.gz				
SAMN20284168	2860_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW167_S129_L001_R1_001.fastq.gz	HPW167_S129_L001_R2_001.fastq.gz				
SAMN20284169	1126_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW095_S84_L001_R1_001.fastq.gz	HPW095_S84_L001_R2_001.fastq.gz				
SAMN20284170	2204_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW240_S281_L001_R1_001.fastq.gz	HPW240_S281_L001_R2_001.fastq.gz				
SAMN20284171	1744_HTAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW226_S208_L001_R1_001.fastq.gz	HPW226_S208_L001_R2_001.fastq.gz				
SAMN20284172	1580_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW207_S265_L001_R1_001.fastq.gz	HPW207_S265_L001_R2_001.fastq.gz				
SAMN20284173	1427_HTHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW121_S147_L001_R1_001.fastq.gz	HPW121_S147_L001_R2_001.fastq.gz				
SAMN20284174	1090_HTHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW177_S154_L001_R1_001.fastq.gz	HPW177_S154_L001_R2_001.fastq.gz				
SAMN20284175	1323_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW257_S200_L001_R1_001.fastq.gz	HPW257_S200_L001_R2_001.fastq.gz				
SAMN20284176	1487_HTAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW128_S136_L001_R1_001.fastq.gz	HPW128_S136_L001_R2_001.fastq.gz				
SAMN20284177	2878_ATHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW139_S173_L001_R1_001.fastq.gz	HPW139_S173_L001_R2_001.fastq.gz				
SAMN20284178	2414_HTAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW206_S253_L001_R1_001.fastq.gz	HPW206_S253_L001_R2_001.fastq.gz				
SAMN20284179	2409_ATHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW115_S170_L001_R1_001.fastq.gz	HPW115_S170_L001_R2_001.fastq.gz				
SAMN20284180	1047_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW145_S150_L001_R1_001.fastq.gz	HPW145_S150_L001_R2_001.fastq.gz				
SAMN20284181	1595_HTHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW310_S295_L001_R1_001.fastq.gz	HPW310_S295_L001_R2_001.fastq.gz				
SAMN20284182	1499_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW168_S141_L001_R1_001.fastq.gz	HPW168_S141_L001_R2_001.fastq.gz				
SAMN20284183	2363_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW225_S196_L001_R1_001.fastq.gz	HPW225_S196_L001_R2_001.fastq.gz				
SAMN20284184	2068_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW287_S275_L001_R1_001.fastq.gz	HPW287_S275_L001_R2_001.fastq.gz				
SAMN20284185	2413_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW079_S82_L001_R1_001.fastq.gz	HPW079_S82_L001_R2_001.fastq.gz				
SAMN20284186	1138_HTHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW220_S231_L001_R1_001.fastq.gz	HPW220_S231_L001_R2_001.fastq.gz				
SAMN20284187	1250_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW153_S151_L001_R1_001.fastq.gz	HPW153_S151_L001_R2_001.fastq.gz				
SAMN20284188	1278_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW089_S12_L001_R1_001.fastq.gz	HPW089_S12_L001_R2_001.fastq.gz				
SAMN20284189	1050_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW218_S207_L001_R1_001.fastq.gz	HPW218_S207_L001_R2_001.fastq.gz				
SAMN20284190	2072_HTAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW146_S162_L001_R1_001.fastq.gz	HPW146_S162_L001_R2_001.fastq.gz				
SAMN20284191	1317_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW259_S224_L001_R1_001.fastq.gz	HPW259_S224_L001_R2_001.fastq.gz				
SAMN20284192	1043_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW322_S311_L001_R1_001.fastq.gz	HPW322_S311_L001_R2_001.fastq.gz				
SAMN20284193	1343_HTHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW282_S215_L001_R1_001.fastq.gz	HPW282_S215_L001_R2_001.fastq.gz				
SAMN20284194	1486_HTAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW223_S267_L001_R1_001.fastq.gz	HPW223_S267_L001_R2_001.fastq.gz				
SAMN20284195	1542_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW196_S192_L001_R1_001.fastq.gz	HPW196_S192_L001_R2_001.fastq.gz				
SAMN20284196	1820_HTHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW091_S36_L001_R1_001.fastq.gz	HPW091_S36_L001_R2_001.fastq.gz				
SAMN20284197	2081_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW295_S276_L001_R1_001.fastq.gz	HPW295_S276_L001_R2_001.fastq.gz				
SAMN20284198	2977_ATHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW234_S209_L001_R1_001.fastq.gz	HPW234_S209_L001_R2_001.fastq.gz				
SAMN20284199	1415_HTHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW085_S59_L001_R1_001.fastq.gz	HPW085_S59_L001_R2_001.fastq.gz				
SAMN20284200	1101_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW217_S195_L001_R1_001.fastq.gz	HPW217_S195_L001_R2_001.fastq.gz				
SAMN20284201	1041_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW293_S252_L001_R1_001.fastq.gz	HPW293_S252_L001_R2_001.fastq.gz				
SAMN20284202	1159_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW125_S100_L001_R1_001.fastq.gz	HPW125_S100_L001_R2_001.fastq.gz				
SAMN20284203	1058_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW072_S93_L001_R1_001.fastq.gz	HPW072_S93_L001_R2_001.fastq.gz				
SAMN20284204	1767_HTAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW245_S246_L001_R1_001.fastq.gz	HPW245_S246_L001_R2_001.fastq.gz				
SAMN20284205	1445_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW134_S113_L001_R1_001.fastq.gz	HPW134_S113_L001_R2_001.fastq.gz				
SAMN20284206	2419_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW164_S188_L001_R1_001.fastq.gz	HPW164_S188_L001_R2_001.fastq.gz				
SAMN20284207	2402_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW266_S213_L001_R1_001.fastq.gz	HPW266_S213_L001_R2_001.fastq.gz				
SAMN20284208	1653_HTAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW309_S290_L001_R1_001.fastq.gz	HPW309_S290_L001_R2_001.fastq.gz				
SAMN20284209	1579_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW318_S296_L001_R1_001.fastq.gz	HPW318_S296_L001_R2_001.fastq.gz				
SAMN20284210	2002_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW307_S312_L001_R1_001.fastq.gz	HPW307_S312_L001_R2_001.fastq.gz				
SAMN20284211	2210_HTHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW263_S272_L001_R1_001.fastq.gz	HPW263_S272_L001_R2_001.fastq.gz				
SAMN20284212	1641_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW067_S33_L001_R1_001.fastq.gz	HPW067_S33_L001_R2_001.fastq.gz				
SAMN20284213	1145_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW271_S273_L001_R1_001.fastq.gz	HPW271_S273_L001_R2_001.fastq.gz				
SAMN20284214	1207_ATHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW202_S297_L001_R1_001.fastq.gz	HPW202_S297_L001_R2_001.fastq.gz				
SAMN20284215	1652_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW239_S269_L001_R1_001.fastq.gz	HPW239_S269_L001_R2_001.fastq.gz				
SAMN20284216	1218_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW267_S225_L001_R1_001.fastq.gz	HPW267_S225_L001_R2_001.fastq.gz				
SAMN20284217	1037_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW290_S216_L001_R1_001.fastq.gz	HPW290_S216_L001_R2_001.fastq.gz				
SAMN20284218	1701_HTAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW244_S234_L001_R1_001.fastq.gz	HPW244_S234_L001_R2_001.fastq.gz				
SAMN20284219	1581_HTAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW254_S259_L001_R1_001.fastq.gz	HPW254_S259_L001_R2_001.fastq.gz				
SAMN20284220	1328_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW255_S271_L001_R1_001.fastq.gz	HPW255_S271_L001_R2_001.fastq.gz				
SAMN20284221	1706_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW181_S107_L001_R1_001.fastq.gz	HPW181_S107_L001_R2_001.fastq.gz				
SAMN20284222	2554_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW172_S189_L001_R1_001.fastq.gz	HPW172_S189_L001_R2_001.fastq.gz				
SAMN20284223	1059_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW080_S94_L001_R1_001.fastq.gz	HPW080_S94_L001_R2_001.fastq.gz				
SAMN20284224	2087_HTHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW180_S190_L001_R1_001.fastq.gz	HPW180_S190_L001_R2_001.fastq.gz				
SAMN20284225	1594_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW284_S239_L001_R1_001.fastq.gz	HPW284_S239_L001_R2_001.fastq.gz				
SAMN20284226	1548_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW312_S304_L001_R1_001.fastq.gz	HPW312_S304_L001_R2_001.fastq.gz				
SAMN20284227	1449_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW136_S137_L001_R1_001.fastq.gz	HPW136_S137_L001_R2_001.fastq.gz				
SAMN20284228	1642_HTAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW212_S230_L001_R1_001.fastq.gz	HPW212_S230_L001_R2_001.fastq.gz				
SAMN20284229	1707_HTAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW106_S157_L001_R1_001.fastq.gz	HPW106_S157_L001_R2_001.fastq.gz				
SAMN20284230	1563_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW075_S34_L001_R1_001.fastq.gz	HPW075_S34_L001_R2_001.fastq.gz				
